# Name:    G45N-HN
# y_ppm:  111.17942    0.00002
# yw_hz:   14.96364    0.03951
# y_eta:    0.00000    0.00000
# x_ppm:    7.98632    0.00002
# xw_hz:   22.64664    0.05774
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0   -2.256954e+07    7.550000e+04
      -400.0   -1.517843e+07    7.550000e+04
      -350.0   -1.512041e+07    7.550000e+04
      -300.0   -1.498717e+07    7.550000e+04
      -250.0   -1.485171e+07    7.550000e+04
      -200.0   -1.498160e+07    7.550000e+04
      -150.0   -1.472578e+07    7.550000e+04
      -100.0   -1.432948e+07    7.550000e+04
       -50.0   -1.349313e+07    7.550000e+04
         0.0   -9.213057e+06    7.550000e+04
        50.0   -2.380200e+05    7.550000e+04
       100.0   -1.243715e+07    7.550000e+04
       150.0   -1.449148e+07    7.550000e+04
       200.0   -1.481852e+07    7.550000e+04
       250.0   -1.496107e+07    7.550000e+04
       300.0   -1.504780e+07    7.550000e+04
       350.0   -1.496880e+07    7.550000e+04
       400.0   -1.505725e+07    7.550000e+04
