# Name:     L7N-HN
# y_ppm:  126.50062    0.00002
# yw_hz:   16.67836    0.05157
# y_eta:    0.00000    0.00000
# x_ppm:    9.50090    0.00003
# xw_hz:   22.77455    0.07055
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0   -1.543509e+07    7.550000e+04
      -400.0   -9.957594e+06    7.550000e+04
      -350.0   -1.017792e+07    7.550000e+04
      -300.0   -1.016233e+07    7.550000e+04
      -250.0   -1.002661e+07    7.550000e+04
      -200.0   -9.964605e+06    7.550000e+04
      -150.0   -9.522676e+06    7.550000e+04
      -100.0   -8.787754e+06    7.550000e+04
       -50.0   -5.440065e+06    7.550000e+04
         0.0   -9.129387e+05    7.550000e+04
        50.0   -7.059155e+06    7.550000e+04
       100.0   -9.111629e+06    7.550000e+04
       150.0   -8.970293e+06    7.550000e+04
       200.0   -5.753976e+06    7.550000e+04
       250.0   -7.321801e+06    7.550000e+04
       300.0   -9.334927e+06    7.550000e+04
       350.0   -9.822390e+06    7.550000e+04
       400.0   -1.008119e+07    7.550000e+04
