# Name:    K25N-HN
# y_ppm:  121.17504    0.00003
# yw_hz:   16.47079    0.05797
# y_eta:    0.00000    0.00000
# x_ppm:    8.27567    0.00003
# xw_hz:   22.81273    0.08094
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    2.991934e+07    7.550000e+04
      -400.0    2.031571e+07    7.550000e+04
      -350.0    2.064682e+07    7.550000e+04
      -300.0    2.085540e+07    7.550000e+04
      -250.0    2.086468e+07    7.550000e+04
      -200.0    2.095141e+07    7.550000e+04
      -150.0    2.095114e+07    7.550000e+04
      -100.0    2.102517e+07    7.550000e+04
       -50.0    2.101098e+07    7.550000e+04
         0.0    2.083593e+07    7.550000e+04
        50.0    2.079530e+07    7.550000e+04
       100.0    2.043019e+07    7.550000e+04
       150.0    1.958821e+07    7.550000e+04
       200.0    1.614047e+07    7.550000e+04
       250.0    2.050040e+06    7.550000e+04
       300.0    1.250636e+07    7.550000e+04
       350.0    1.903341e+07    7.550000e+04
       400.0    2.035805e+07    7.550000e+04
