# Name:    W36N-HN
# y_ppm:  120.78592    0.00001
# yw_hz:   15.15415    0.02189
# y_eta:    0.00000    0.00000
# x_ppm:    7.75123    0.00001
# xw_hz:   22.32407    0.03217
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    2.555226e+07    7.550000e+04
      -400.0    1.779611e+07    7.550000e+04
      -350.0    1.806413e+07    7.550000e+04
      -300.0    1.813803e+07    7.550000e+04
      -250.0    1.820094e+07    7.550000e+04
      -200.0    1.813319e+07    7.550000e+04
      -150.0    1.819981e+07    7.550000e+04
      -100.0    1.803045e+07    7.550000e+04
       -50.0    1.818251e+07    7.550000e+04
         0.0    1.807251e+07    7.550000e+04
        50.0    1.779128e+07    7.550000e+04
       100.0    1.732592e+07    7.550000e+04
       150.0    1.530250e+07    7.550000e+04
       200.0    3.009894e+06    7.550000e+04
       250.0    5.992883e+06    7.550000e+04
       300.0    1.577344e+07    7.550000e+04
       350.0    1.736100e+07    7.550000e+04
       400.0    1.781446e+07    7.550000e+04
