# Name:    A56N-HN
# y_ppm:  121.85455    0.00001
# yw_hz:   15.81285    0.01841
# y_eta:    0.00000    0.00000
# x_ppm:    8.79838    0.00001
# xw_hz:   22.10133    0.02597
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    2.281755e+07    7.550000e+04
      -400.0    1.070903e+07    7.550000e+04
      -350.0    1.378321e+07    7.550000e+04
      -300.0    1.480844e+07    7.550000e+04
      -250.0    1.523255e+07    7.550000e+04
      -200.0    1.542742e+07    7.550000e+04
      -150.0    1.545428e+07    7.550000e+04
      -100.0    1.558110e+07    7.550000e+04
       -50.0    1.559962e+07    7.550000e+04
         0.0    1.558784e+07    7.550000e+04
        50.0    1.539139e+07    7.550000e+04
       100.0    1.538379e+07    7.550000e+04
       150.0    1.490048e+07    7.550000e+04
       200.0    1.418123e+07    7.550000e+04
       250.0    1.177872e+07    7.550000e+04
       300.0    2.760463e+06    7.550000e+04
       350.0    2.119293e+06    7.550000e+04
       400.0    1.069292e+07    7.550000e+04
