# Name:     D9N-HN
# y_ppm:  117.74339    0.00002
# yw_hz:   16.09819    0.04242
# y_eta:    0.00000    0.00000
# x_ppm:    8.35041    0.00002
# xw_hz:   20.70818    0.05362
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    2.544135e+07    7.550000e+04
      -400.0    1.701173e+07    7.550000e+04
      -350.0    1.751264e+07    7.550000e+04
      -300.0    1.755909e+07    7.550000e+04
      -250.0    1.721592e+07    7.550000e+04
      -200.0    1.636336e+07    7.550000e+04
      -150.0    1.276424e+07    7.550000e+04
      -100.0    1.213160e+06    7.550000e+04
       -50.0    8.931433e+06    7.550000e+04
         0.0    1.487578e+07    7.550000e+04
        50.0    1.626516e+07    7.550000e+04
       100.0    1.676174e+07    7.550000e+04
       150.0    1.664533e+07    7.550000e+04
       200.0    1.643342e+07    7.550000e+04
       250.0    1.506961e+07    7.550000e+04
       300.0    9.671298e+06    7.550000e+04
       350.0    1.387312e+07    7.550000e+04
       400.0    1.684111e+07    7.550000e+04
