# Name:    S41N-HN
# y_ppm:  120.56507    0.00002
# yw_hz:   16.33949    0.05284
# y_eta:    0.00000    0.00000
# x_ppm:    8.76505    0.00003
# xw_hz:   22.86505    0.07465
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    2.062317e+07    7.550000e+04
      -400.0    1.368768e+07    7.550000e+04
      -350.0    1.365399e+07    7.550000e+04
      -300.0    1.311438e+07    7.550000e+04
      -250.0    1.022790e+07    7.550000e+04
      -200.0    8.275793e+06    7.550000e+04
      -150.0    1.201416e+07    7.550000e+04
      -100.0    1.298223e+07    7.550000e+04
       -50.0    1.311005e+07    7.550000e+04
         0.0    1.308488e+07    7.550000e+04
        50.0    1.271398e+07    7.550000e+04
       100.0    1.163146e+07    7.550000e+04
       150.0    6.868111e+06    7.550000e+04
       200.0    9.540720e+05    7.550000e+04
       250.0    9.882550e+06    7.550000e+04
       300.0    1.262627e+07    7.550000e+04
       350.0    1.344964e+07    7.550000e+04
       400.0    1.362650e+07    7.550000e+04
