# Name:    S52N-HN
# y_ppm:  121.38818    0.00002
# yw_hz:   17.75560    0.04885
# y_eta:    0.00000    0.00000
# x_ppm:    7.67650    0.00002
# xw_hz:   20.09841    0.05599
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    1.577215e+07    7.550000e+04
      -400.0    9.472070e+06    7.550000e+04
      -350.0    8.700640e+06    7.550000e+04
      -300.0    4.968015e+06    7.550000e+04
      -250.0    8.510073e+06    7.550000e+04
      -200.0    9.885379e+06    7.550000e+04
      -150.0    1.027717e+07    7.550000e+04
      -100.0    1.021504e+07    7.550000e+04
       -50.0    1.045015e+07    7.550000e+04
         0.0    1.033657e+07    7.550000e+04
        50.0    1.022141e+07    7.550000e+04
       100.0    9.984747e+06    7.550000e+04
       150.0    9.481491e+06    7.550000e+04
       200.0    7.911241e+06    7.550000e+04
       250.0    1.881672e+06    7.550000e+04
       300.0    1.756152e+06    7.550000e+04
       350.0    7.992414e+06    7.550000e+04
       400.0    9.476879e+06    7.550000e+04
