# Name:    E15N-HN
# y_ppm:  117.97328    0.00002
# yw_hz:   16.71257    0.04223
# y_eta:    0.00000    0.00000
# x_ppm:    8.68635    0.00002
# xw_hz:   21.60024    0.05446
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    1.692012e+07    7.550000e+04
      -400.0    8.417476e+06    7.550000e+04
      -350.0    1.066469e+07    7.550000e+04
      -300.0    1.101783e+07    7.550000e+04
      -250.0    1.098040e+07    7.550000e+04
      -200.0    1.047999e+07    7.550000e+04
      -150.0    9.202644e+06    7.550000e+04
      -100.0    3.855951e+06    7.550000e+04
       -50.0    1.484403e+06    7.550000e+04
         0.0    8.352773e+06    7.550000e+04
        50.0    1.007853e+07    7.550000e+04
       100.0    1.040071e+07    7.550000e+04
       150.0    1.056064e+07    7.550000e+04
       200.0    1.062519e+07    7.550000e+04
       250.0    1.034887e+07    7.550000e+04
       300.0    9.328087e+06    7.550000e+04
       350.0    5.887780e+06    7.550000e+04
       400.0    8.492917e+06    7.550000e+04
