# Name:    G34N-HN
# y_ppm:  108.53433    0.00002
# yw_hz:   14.96669    0.04973
# y_eta:    0.00000    0.00000
# x_ppm:    8.35990    0.00003
# xw_hz:   20.55499    0.06743
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0   -2.684009e+07    7.550000e+04
      -400.0   -1.855717e+07    7.550000e+04
      -350.0   -1.821303e+07    7.550000e+04
      -300.0   -1.667397e+07    7.550000e+04
      -250.0   -7.182809e+06    7.550000e+04
      -200.0   -2.400508e+06    7.550000e+04
      -150.0   -1.367644e+07    7.550000e+04
      -100.0   -1.764188e+07    7.550000e+04
       -50.0   -1.822911e+07    7.550000e+04
         0.0   -1.844070e+07    7.550000e+04
        50.0   -1.868007e+07    7.550000e+04
       100.0   -1.857168e+07    7.550000e+04
       150.0   -1.869004e+07    7.550000e+04
       200.0   -1.875217e+07    7.550000e+04
       250.0   -1.872923e+07    7.550000e+04
       300.0   -1.866239e+07    7.550000e+04
       350.0   -1.854767e+07    7.550000e+04
       400.0   -1.852502e+07    7.550000e+04
