# Name:    D59N-HN
# y_ppm:  122.19580    0.00001
# yw_hz:   15.70722    0.03082
# y_eta:    0.00000    0.00000
# x_ppm:    8.32591    0.00002
# xw_hz:   19.58981    0.03858
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    3.395010e+07    7.550000e+04
      -400.0    1.031092e+07    7.550000e+04
      -350.0    1.654570e+07    7.550000e+04
      -300.0    1.375926e+07    7.550000e+04
      -250.0    1.434576e+07    7.550000e+04
      -200.0    2.183096e+07    7.550000e+04
      -150.0    2.303281e+07    7.550000e+04
      -100.0    2.349867e+07    7.550000e+04
       -50.0    2.361327e+07    7.550000e+04
         0.0    2.355179e+07    7.550000e+04
        50.0    2.356539e+07    7.550000e+04
       100.0    2.347060e+07    7.550000e+04
       150.0    2.333518e+07    7.550000e+04
       200.0    2.287367e+07    7.550000e+04
       250.0    2.199361e+07    7.550000e+04
       300.0    1.785792e+07    7.550000e+04
       350.0    1.268862e+06    7.550000e+04
       400.0    1.020058e+07    7.550000e+04
