# Name:    D35N-HN
# y_ppm:  118.64534    0.00002
# yw_hz:   16.58833    0.04763
# y_eta:    0.00000    0.00000
# x_ppm:    8.52929    0.00003
# xw_hz:   21.80899    0.06430
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    1.475620e+07    7.550000e+04
      -400.0    9.755270e+06    7.550000e+04
      -350.0    9.943906e+06    7.550000e+04
      -300.0    9.798868e+06    7.550000e+04
      -250.0    9.695271e+06    7.550000e+04
      -200.0    9.592858e+06    7.550000e+04
      -150.0    9.508645e+06    7.550000e+04
      -100.0    8.737838e+06    7.550000e+04
       -50.0    6.249027e+06    7.550000e+04
         0.0    8.459339e+05    7.550000e+04
        50.0    5.439487e+06    7.550000e+04
       100.0    7.173630e+06    7.550000e+04
       150.0    6.287719e+06    7.550000e+04
       200.0    5.206426e+06    7.550000e+04
       250.0    8.938286e+06    7.550000e+04
       300.0    9.516923e+06    7.550000e+04
       350.0    9.718668e+06    7.550000e+04
       400.0    9.805918e+06    7.550000e+04
