# Name:    E46N-HN
# y_ppm:  121.17648    0.00002
# yw_hz:   16.09721    0.04152
# y_eta:    0.00000    0.00000
# x_ppm:    7.98321    0.00002
# xw_hz:   21.03268    0.05441
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    2.609082e+07    7.550000e+04
      -400.0    1.737090e+07    7.550000e+04
      -350.0    1.757355e+07    7.550000e+04
      -300.0    1.775485e+07    7.550000e+04
      -250.0    1.774866e+07    7.550000e+04
      -200.0    1.795110e+07    7.550000e+04
      -150.0    1.772301e+07    7.550000e+04
      -100.0    1.784425e+07    7.550000e+04
       -50.0    1.790545e+07    7.550000e+04
         0.0    1.771912e+07    7.550000e+04
        50.0    1.765220e+07    7.550000e+04
       100.0    1.739567e+07    7.550000e+04
       150.0    1.620411e+07    7.550000e+04
       200.0    8.333245e+06    7.550000e+04
       250.0    1.772392e+06    7.550000e+04
       300.0    1.186221e+07    7.550000e+04
       350.0    1.634764e+07    7.550000e+04
       400.0    1.734061e+07    7.550000e+04
