# Name:    A48N-HN
# y_ppm:  127.63759    0.00002
# yw_hz:   15.67035    0.04057
# y_eta:    0.00000    0.00000
# x_ppm:    8.99262    0.00002
# xw_hz:   19.58614    0.04989
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0   -2.724522e+07    7.550000e+04
      -400.0   -1.930964e+07    7.550000e+04
      -350.0   -1.918739e+07    7.550000e+04
      -300.0   -1.908717e+07    7.550000e+04
      -250.0   -1.921938e+07    7.550000e+04
      -200.0   -1.903984e+07    7.550000e+04
      -150.0   -1.883979e+07    7.550000e+04
      -100.0   -1.868845e+07    7.550000e+04
       -50.0   -1.748590e+07    7.550000e+04
         0.0   -1.121717e+07    7.550000e+04
        50.0   -7.274361e+06    7.550000e+04
       100.0    1.762014e+05    7.550000e+04
       150.0   -1.184668e+07    7.550000e+04
       200.0   -1.789869e+07    7.550000e+04
       250.0   -1.882483e+07    7.550000e+04
       300.0   -1.915256e+07    7.550000e+04
       350.0   -1.917182e+07    7.550000e+04
       400.0   -1.919768e+07    7.550000e+04
