# Name:    S32N-HN
# y_ppm:  116.85532    0.00001
# yw_hz:   15.60455    0.02832
# y_eta:    0.00000    0.00000
# x_ppm:    7.95536    0.00001
# xw_hz:   19.57620    0.03519
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    2.253930e+07    7.550000e+04
      -400.0    1.488039e+07    7.550000e+04
      -350.0    1.475287e+07    7.550000e+04
      -300.0    1.428606e+07    7.550000e+04
      -250.0    1.253727e+07    7.550000e+04
      -200.0    2.275777e+06    7.550000e+04
      -150.0    3.913367e+06    7.550000e+04
      -100.0    6.744616e+06    7.550000e+04
       -50.0    1.105305e+07    7.550000e+04
         0.0    1.437250e+07    7.550000e+04
        50.0    1.495492e+07    7.550000e+04
       100.0    1.497959e+07    7.550000e+04
       150.0    1.512668e+07    7.550000e+04
       200.0    1.506577e+07    7.550000e+04
       250.0    1.519199e+07    7.550000e+04
       300.0    1.506534e+07    7.550000e+04
       350.0    1.493098e+07    7.550000e+04
       400.0    1.504334e+07    7.550000e+04
