# Name:    N30N-HN
# y_ppm:  115.58204    0.00001
# yw_hz:   15.50282    0.02319
# y_eta:    0.00000    0.00000
# x_ppm:    7.70150    0.00001
# xw_hz:   21.70872    0.03155
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    2.164747e+07    7.550000e+04
      -400.0    1.280804e+07    7.550000e+04
      -350.0    7.213705e+06    7.550000e+04
      -300.0    2.072525e+04    7.550000e+04
      -250.0    1.035918e+07    7.550000e+04
      -200.0    1.294841e+07    7.550000e+04
      -150.0    1.358565e+07    7.550000e+04
      -100.0    1.374167e+07    7.550000e+04
       -50.0    1.373833e+07    7.550000e+04
         0.0    1.300110e+07    7.550000e+04
        50.0    1.079614e+07    7.550000e+04
       100.0    7.436180e+06    7.550000e+04
       150.0    1.303524e+07    7.550000e+04
       200.0    1.421072e+07    7.550000e+04
       250.0    1.444570e+07    7.550000e+04
       300.0    1.439175e+07    7.550000e+04
       350.0    1.413847e+07    7.550000e+04
       400.0    1.277136e+07    7.550000e+04
