# Name:     Y8N-HN
# y_ppm:  111.96301    0.00001
# yw_hz:   15.75330    0.02917
# y_eta:    0.00000    0.00000
# x_ppm:    7.15266    0.00002
# xw_hz:   22.05121    0.04135
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    2.499184e+07    7.550000e+04
      -400.0    1.701892e+07    7.550000e+04
      -350.0    1.715454e+07    7.550000e+04
      -300.0    1.705209e+07    7.550000e+04
      -250.0    1.695934e+07    7.550000e+04
      -200.0    1.691346e+07    7.550000e+04
      -150.0    1.694165e+07    7.550000e+04
      -100.0    1.653009e+07    7.550000e+04
       -50.0    1.608064e+07    7.550000e+04
         0.0    1.504667e+07    7.550000e+04
        50.0    1.197396e+07    7.550000e+04
       100.0    2.030424e+06    7.550000e+04
       150.0    3.929294e+06    7.550000e+04
       200.0    1.323599e+07    7.550000e+04
       250.0    1.556698e+07    7.550000e+04
       300.0    1.649375e+07    7.550000e+04
       350.0    1.683757e+07    7.550000e+04
       400.0    1.700006e+07    7.550000e+04
