3N-HN   800.0 3.0e-02    0 25.0    1.00000    0.00702    1.02822
3N-HN   800.0 3.0e-02   30 25.0    0.85512    0.00666    0.85520
3N-HN   800.0 3.0e-02    1 25.0    0.84497    0.00664    0.84073
3N-HN   800.0 3.0e-02   27 25.0    0.86012    0.00667    0.85529
3N-HN   800.0 3.0e-02    2 25.0    0.84569    0.00664    0.84530
3N-HN   800.0 3.0e-02   24 25.0    0.86721    0.00669    0.85539
3N-HN   800.0 3.0e-02    3 25.0    0.85123    0.00665    0.84845
3N-HN   800.0 3.0e-02   21 25.0    0.85270    0.00666    0.85550
3N-HN   800.0 3.0e-02    4 25.0    0.84542    0.00664    0.85056
3N-HN   800.0 3.0e-02   18 25.0    0.85536    0.00666    0.85562
3N-HN   800.0 3.0e-02    5 25.0    0.85310    0.00666    0.85244
3N-HN   800.0 3.0e-02   15 25.0    0.85291    0.00666    0.85574
3N-HN   800.0 3.0e-02    6 25.0    0.85951    0.00667    0.85378
3N-HN   800.0 3.0e-02   12 25.0    0.85709    0.00667    0.85576
3N-HN   800.0 3.0e-02    7 25.0    0.85568    0.00666    0.85463
3N-HN   800.0 3.0e-02   10 25.0    0.85376    0.00666    0.85563
3N-HN   800.0 3.0e-02    8 25.0    0.86011    0.00667    0.85515
3N-HN   800.0 3.0e-02    4 25.0    0.84881    0.00665    0.85056
3N-HN   800.0 3.0e-02    1 25.0    0.84402    0.00664    0.84073
3N-HN   800.0 3.0e-02   27 25.0    0.85979    0.00667    0.85529
5N-HN   800.0 3.0e-02    0 25.0    1.00000    0.00652    1.03078
5N-HN   800.0 3.0e-02   30 25.0    0.85905    0.00622    0.85985
5N-HN   800.0 3.0e-02    1 25.0    0.76586    0.00605    0.76847
5N-HN   800.0 3.0e-02   27 25.0    0.86655    0.00624    0.86010
5N-HN   800.0 3.0e-02    2 25.0    0.79768    0.00611    0.79460
5N-HN   800.0 3.0e-02   24 25.0    0.86561    0.00624    0.85992
5N-HN   800.0 3.0e-02    3 25.0    0.81278    0.00613    0.81553
5N-HN   800.0 3.0e-02   21 25.0    0.85742    0.00622    0.85984
5N-HN   800.0 3.0e-02    4 25.0    0.82445    0.00616    0.82954
5N-HN   800.0 3.0e-02   18 25.0    0.85423    0.00621    0.85917
5N-HN   800.0 3.0e-02    5 25.0    0.84300    0.00619    0.83764
5N-HN   800.0 3.0e-02   15 25.0    0.86165    0.00623    0.85791
5N-HN   800.0 3.0e-02    6 25.0    0.84722    0.00620    0.84319
5N-HN   800.0 3.0e-02   12 25.0    0.85834    0.00622    0.85523
5N-HN   800.0 3.0e-02    7 25.0    0.85307    0.00621    0.84620
5N-HN   800.0 3.0e-02   10 25.0    0.85071    0.00621    0.85237
5N-HN   800.0 3.0e-02    8 25.0    0.85775    0.00622    0.84883
5N-HN   800.0 3.0e-02    4 25.0    0.83649    0.00618    0.82954
5N-HN   800.0 3.0e-02    1 25.0    0.76938    0.00605    0.76847
5N-HN   800.0 3.0e-02   27 25.0    0.85930    0.00622    0.86010
8N-HN   800.0 3.0e-02    0 25.0    1.00000    0.00833    1.04210
8N-HN   800.0 3.0e-02   30 25.0    0.86346    0.00793    0.86312
8N-HN   800.0 3.0e-02    1 25.0    0.61997    0.00732    0.61457
8N-HN   800.0 3.0e-02   27 25.0    0.87029    0.00795    0.86299
8N-HN   800.0 3.0e-02    2 25.0    0.67807    0.00745    0.67585
8N-HN   800.0 3.0e-02   24 25.0    0.86705    0.00794    0.86228
8N-HN   800.0 3.0e-02    3 25.0    0.73523    0.00759    0.72809
8N-HN   800.0 3.0e-02   21 25.0    0.86935    0.00795    0.86150
8N-HN   800.0 3.0e-02    4 25.0    0.77194    0.00768    0.76626
8N-HN   800.0 3.0e-02   18 25.0    0.86119    0.00792    0.85971
8N-HN   800.0 3.0e-02    5 25.0    0.80448    0.00777    0.79358
8N-HN   800.0 3.0e-02   15 25.0    0.86143    0.00792    0.85670
8N-HN   800.0 3.0e-02    6 25.0    0.79992    0.00776    0.81198
8N-HN   800.0 3.0e-02   12 25.0    0.85625    0.00791    0.85061
8N-HN   800.0 3.0e-02    7 25.0    0.81937    0.00781    0.82326
8N-HN   800.0 3.0e-02   10 25.0    0.84374    0.00787    0.84344
8N-HN   800.0 3.0e-02    8 25.0    0.82714    0.00783    0.83194
8N-HN   800.0 3.0e-02    4 25.0    0.76995    0.00768    0.76626
8N-HN   800.0 3.0e-02    1 25.0    0.61910    0.00732    0.61457
8N-HN   800.0 3.0e-02   27 25.0    0.86111    0.00792    0.86299
10N-HN  800.0 3.0e-02    0 25.0    1.00000    0.00508    1.03970
10N-HN  800.0 3.0e-02   30 25.0    0.85814    0.00508    0.85971
10N-HN  800.0 3.0e-02    1 25.0    0.71987    0.00508    0.72211
10N-HN  800.0 3.0e-02   27 25.0    0.86324    0.00508    0.85953
10N-HN  800.0 3.0e-02    2 25.0    0.76727    0.00508    0.76158
10N-HN  800.0 3.0e-02   24 25.0    0.86467    0.00508    0.85928
10N-HN  800.0 3.0e-02    3 25.0    0.79970    0.00508    0.79328
10N-HN  800.0 3.0e-02   21 25.0    0.86111    0.00508    0.85888
10N-HN  800.0 3.0e-02    4 25.0    0.81317    0.00508    0.81491
10N-HN  800.0 3.0e-02   18 25.0    0.85688    0.00508    0.85824
10N-HN  800.0 3.0e-02    5 25.0    0.83230    0.00508    0.82886
10N-HN  800.0 3.0e-02   15 25.0    0.85963    0.00508    0.85713
10N-HN  800.0 3.0e-02    6 25.0    0.84892    0.00508    0.83776
10N-HN  800.0 3.0e-02   12 25.0    0.85555    0.00508    0.85502
10N-HN  800.0 3.0e-02    7 25.0    0.85299    0.00508    0.84362
10N-HN  800.0 3.0e-02   10 25.0    0.85639    0.00508    0.85239
10N-HN  800.0 3.0e-02    8 25.0    0.84928    0.00508    0.84759
