3N-HN   500.0 3.0e-02    0 25.0  1.00000  0.00663    0.989
3N-HN   500.0 3.0e-02   30 25.0  0.75295  0.00616    0.755
3N-HN   500.0 3.0e-02    1 25.0  0.74552  0.00614    0.741
3N-HN   500.0 3.0e-02   27 25.0  0.75164  0.00616    0.755
3N-HN   500.0 3.0e-02    2 25.0  0.74583  0.00615    0.746
3N-HN   500.0 3.0e-02   24 25.0  0.76528  0.00618    0.755
3N-HN   500.0 3.0e-02    3 25.0  0.74631  0.00615    0.750
3N-HN   500.0 3.0e-02   21 25.0  0.75525  0.00616    0.755
3N-HN   500.0 3.0e-02    4 25.0  0.74546  0.00614    0.752
3N-HN   500.0 3.0e-02   18 25.0  0.75502  0.00616    0.755
3N-HN   500.0 3.0e-02    5 25.0  0.75385  0.00616    0.754
3N-HN   500.0 3.0e-02   15 25.0  0.74944  0.00615    0.755
3N-HN   500.0 3.0e-02    6 25.0  0.74944  0.00615    0.754
3N-HN   500.0 3.0e-02   12 25.0  0.76191  0.00617    0.755
3N-HN   500.0 3.0e-02    7 25.0  0.75177  0.00616    0.754
3N-HN   500.0 3.0e-02   10 25.0  0.75033  0.00615    0.755
3N-HN   500.0 3.0e-02    8 25.0  0.75329  0.00616    0.755
3N-HN   500.0 3.0e-02    4 25.0  0.75455  0.00616    0.752
3N-HN   500.0 3.0e-02    1 25.0  0.73912  0.00613    0.741
3N-HN   500.0 3.0e-02   27 25.0  0.75237  0.00616    0.755
5N-HN   500.0 3.0e-02    0 25.0  1.00000  0.00512    0.986
5N-HN   500.0 3.0e-02   30 25.0  0.75411  0.00478    0.759
5N-HN   500.0 3.0e-02    1 25.0  0.70627  0.00472    0.708
5N-HN   500.0 3.0e-02   27 25.0  0.75280  0.00478    0.759
5N-HN   500.0 3.0e-02    2 25.0  0.74000  0.00476    0.726
5N-HN   500.0 3.0e-02   24 25.0  0.75782  0.00479    0.759
5N-HN   500.0 3.0e-02    3 25.0  0.74302  0.00477    0.738
5N-HN   500.0 3.0e-02   21 25.0  0.76337  0.00479    0.759
5N-HN   500.0 3.0e-02    4 25.0  0.74309  0.00477    0.745
5N-HN   500.0 3.0e-02   18 25.0  0.75656  0.00478    0.760
5N-HN   500.0 3.0e-02    5 25.0  0.74738  0.00477    0.749
5N-HN   500.0 3.0e-02   15 25.0  0.75728  0.00478    0.760
5N-HN   500.0 3.0e-02    6 25.0  0.75094  0.00478    0.752
5N-HN   500.0 3.0e-02   12 25.0  0.75698  0.00478    0.759
5N-HN   500.0 3.0e-02    7 25.0  0.75406  0.00478    0.754
5N-HN   500.0 3.0e-02   10 25.0  0.76302  0.00479    0.758
5N-HN   500.0 3.0e-02    8 25.0  0.74940  0.00477    0.756
5N-HN   500.0 3.0e-02    4 25.0  0.73819  0.00476    0.745
5N-HN   500.0 3.0e-02    1 25.0  0.70687  0.00472    0.708
5N-HN   500.0 3.0e-02   27 25.0  0.75755  0.00478    0.759
8N-HN   500.0 3.0e-02    0 25.0  1.00000  0.00474    0.987
8N-HN   500.0 3.0e-02   30 25.0  0.74888  0.00474    0.750
8N-HN   500.0 3.0e-02    1 25.0  0.61064  0.00474    0.612
8N-HN   500.0 3.0e-02   27 25.0  0.74415  0.00474    0.750
8N-HN   500.0 3.0e-02    2 25.0  0.65434  0.00474    0.657
8N-HN   500.0 3.0e-02   24 25.0  0.75150  0.00474    0.750
8N-HN   500.0 3.0e-02    3 25.0  0.68886  0.00474    0.689
8N-HN   500.0 3.0e-02   21 25.0  0.74119  0.00474    0.750
8N-HN   500.0 3.0e-02    4 25.0  0.70206  0.00474    0.709
