#
#       Peak Name  Conv_flg Overlap_flg
#          35N-HN         1           6
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   117.928     8.729
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.1795395e+02  1.2840942e-04
# w1(Hz)        1.8837359e+01  3.4399055e-02
# g1            4.6428541e-01  5.8689058e-03
# f02(ppm)      8.7321317e+00  1.5784432e-05
# w2(Hz)        2.2482405e+01  4.2923391e-02
# g2            3.5739512e-01  5.1955642e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    9.2312634e+04  4.3200382e+02
   3.000e+01    8.2695373e+04  4.2054885e+02
   1.000e+00    5.5590583e+04  3.9387073e+02
   2.700e+01    8.3033383e+04  4.2093233e+02
   2.000e+00    6.2011770e+04  3.9939205e+02
   2.400e+01    8.2788972e+04  4.2065565e+02
   3.000e+00    6.8834951e+04  4.0582080e+02
   2.100e+01    8.2665261e+04  4.2051289e+02
   4.000e+00    7.2348964e+04  4.0934777e+02
   1.800e+01    8.2766862e+04  4.2063034e+02
   5.000e+00    7.5532538e+04  4.1266622e+02
   1.500e+01    8.2330081e+04  4.2013365e+02
   6.000e+00    7.7529260e+04  4.1480792e+02
   1.200e+01    8.1076486e+04  4.1871838e+02
   7.000e+00    7.8885884e+04  4.1628813e+02
   1.000e+01    8.0993562e+04  4.1862657e+02
   8.000e+00    8.0076170e+04  4.1760144e+02
   4.000e+00    7.3230786e+04  4.1025607e+02
   1.000e+00    5.5879230e+04  3.9410836e+02
   2.700e+01    8.2554000e+04  4.2038876e+02
