#
#       Peak Name  Conv_flg Overlap_flg
#           6N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   127.894     8.852
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.2790881e+02  1.3589470e-04
# w1(Hz)        1.6233450e+01  3.3764095e-02
# g1            6.4625950e-01  7.6802031e-03
# f02(ppm)      8.8514496e+00  1.5568264e-05
# w2(Hz)        1.7797648e+01  4.0552852e-02
# g2            4.4308056e-01  6.5438642e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    7.4595723e+04  4.7990037e+02
   3.000e+01    7.0711957e+04  4.7446871e+02
   1.000e+00    7.0515418e+04  4.7419995e+02
   2.700e+01    7.0833605e+04  4.7463535e+02
   2.000e+00    7.0144941e+04  4.7369496e+02
   2.400e+01    7.0575085e+04  4.7428148e+02
   3.000e+00    7.0011712e+04  4.7351388e+02
   2.100e+01    7.0960727e+04  4.7480974e+02
   4.000e+00    7.0075011e+04  4.7359988e+02
   1.800e+01    7.0145288e+04  4.7369543e+02
   5.000e+00    7.0676511e+04  4.7442019e+02
   1.500e+01    7.0529575e+04  4.7421929e+02
   6.000e+00    7.0456626e+04  4.7411967e+02
   1.200e+01    7.0657550e+04  4.7439425e+02
   7.000e+00    7.0665311e+04  4.7440487e+02
   1.000e+01    7.0406570e+04  4.7405136e+02
   8.000e+00    7.0575081e+04  4.7428147e+02
   4.000e+00    7.0335802e+04  4.7395485e+02
   1.000e+00    7.0388107e+04  4.7402618e+02
   2.700e+01    7.0736544e+04  4.7450237e+02
