0.000e+00	9.9113750e+06	9.9113750e+04
4.000e+01	8.0073999e+06	8.0073999e+04
1.000e+00	6.3016522e+06	6.3016522e+04
3.600e+01	7.8765697e+06	7.8765697e+04
2.000e+00	6.2768738e+06	6.2768738e+04
3.200e+01	7.7269079e+06	7.7269079e+04
3.000e+00	6.3512091e+06	6.3512091e+04
2.800e+01	7.4830881e+06	7.4830881e+04
4.000e+00	6.1916360e+06	6.1916360e+04
2.400e+01	7.2134987e+06	7.2134987e+04
5.000e+00	6.4027482e+06	6.4027482e+04
2.000e+01	6.7853273e+06	6.7853273e+04
6.000e+00	6.4096862e+06	6.4096862e+04
1.800e+01	6.6247630e+06	6.6247630e+04
7.000e+00	6.2362371e+06	6.2362371e+04
1.600e+01	6.4344647e+06	6.4344647e+04
8.000e+00	6.2223612e+06	6.2223612e+04
1.400e+01	6.3313864e+06	6.3313864e+04
9.000e+00	6.1817246e+06	6.1817246e+04
1.200e+01	6.2877763e+06	6.2877763e+04
1.000e+01	6.2322726e+06	6.2322726e+04
1.000e+00	6.2818295e+06	6.2818295e+04
4.000e+01	8.0946200e+06	8.0946200e+04
2.000e+00	6.3085902e+06	6.3085902e+04
3.600e+01	7.8676495e+06	7.8676495e+04
