# Name:     121N-H
# y_ppm:  118.64316    0.00011
# yw_hz:   19.60283    0.12896
# y_eta:    0.00000    0.00000
# x_ppm:  113.91917    0.00010
# xw_hz:   25.70857    0.15252
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
           0    4.185220e+06    2.500000e+04
          40    2.585538e+06    2.500000e+04
           1    1.274508e+06    2.500000e+04
          36    2.583784e+06    2.500000e+04
           2    1.291726e+06    2.500000e+04
          33    2.557015e+06    2.500000e+04
           4    1.403390e+06    2.500000e+04
          30    2.550172e+06    2.500000e+04
           6    1.568518e+06    2.500000e+04
          27    2.488244e+06    2.500000e+04
           8    1.821255e+06    2.500000e+04
          24    2.495842e+06    2.500000e+04
          10    1.962316e+06    2.500000e+04
          21    2.419785e+06    2.500000e+04
          12    2.093451e+06    2.500000e+04
          18    2.379512e+06    2.500000e+04
          15    2.233350e+06    2.500000e+04
          40    2.598764e+06    2.500000e+04
           1    1.246323e+06    2.500000e+04
          12    2.128356e+06    2.500000e+04
