# Name:       3N-H
# y_ppm:  117.40841    0.00002
# yw_hz:   16.15272    0.03227
# y_eta:    0.00000    0.00000
# x_ppm:  117.46350    0.00002
# xw_hz:   20.81023    0.04111
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
           0    8.209064e+06    2.500000e+04
          40    5.671041e+06    2.500000e+04
           1    4.005590e+06    2.500000e+04
          36    5.645589e+06    2.500000e+04
           2    4.165306e+06    2.500000e+04
          33    5.661088e+06    2.500000e+04
           4    4.547860e+06    2.500000e+04
          30    5.654278e+06    2.500000e+04
           6    4.877575e+06    2.500000e+04
          27    5.641323e+06    2.500000e+04
           8    5.175272e+06    2.500000e+04
          24    5.660188e+06    2.500000e+04
          10    5.376277e+06    2.500000e+04
          21    5.614911e+06    2.500000e+04
          12    5.459442e+06    2.500000e+04
          18    5.540209e+06    2.500000e+04
          15    5.549490e+06    2.500000e+04
          40    5.715621e+06    2.500000e+04
           1    4.019392e+06    2.500000e+04
          12    5.430979e+06    2.500000e+04
