# Name:      29N-H
# y_ppm:  130.15309    0.00007
# yw_hz:   24.06506    0.09466
# y_eta:    0.00000    0.00000
# x_ppm:  123.87861    0.00006
# xw_hz:   31.36214    0.12164
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
           0    1.883742e+06    2.500000e+04
          40    1.068403e+06    2.500000e+04
           1    4.926455e+05    2.500000e+04
          36    1.024326e+06    2.500000e+04
           2    4.964429e+05    2.500000e+04
          33    1.038423e+06    2.500000e+04
           4    5.085915e+05    2.500000e+04
          30    1.017048e+06    2.500000e+04
           6    5.387762e+05    2.500000e+04
          27    9.999260e+05    2.500000e+04
           8    6.091775e+05    2.500000e+04
          24    9.722731e+05    2.500000e+04
          10    6.453249e+05    2.500000e+04
          21    9.475041e+05    2.500000e+04
          12    7.362243e+05    2.500000e+04
          18    9.216370e+05    2.500000e+04
          15    8.171517e+05    2.500000e+04
          40    1.053418e+06    2.500000e+04
           1    4.706157e+05    2.500000e+04
          12    6.864031e+05    2.500000e+04
