# Name:      70N-H
# y_ppm:  123.40535    0.00004
# yw_hz:   15.97959    0.06506
# y_eta:    0.00000    0.00000
# x_ppm:  115.15397    0.00006
# xw_hz:   27.70679    0.10692
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
           0    3.538152e+06    2.500000e+04
          40    2.214152e+06    2.500000e+04
           1    1.103662e+06    2.500000e+04
          36    2.163361e+06    2.500000e+04
           2    1.107625e+06    2.500000e+04
          33    2.164432e+06    2.500000e+04
           4    1.180262e+06    2.500000e+04
          30    2.122526e+06    2.500000e+04
           6    1.278539e+06    2.500000e+04
          27    2.148196e+06    2.500000e+04
           8    1.438569e+06    2.500000e+04
          24    2.063317e+06    2.500000e+04
          10    1.625931e+06    2.500000e+04
          21    2.007421e+06    2.500000e+04
          12    1.721818e+06    2.500000e+04
          18    1.933634e+06    2.500000e+04
          15    1.884447e+06    2.500000e+04
          40    2.204663e+06    2.500000e+04
           1    1.097316e+06    2.500000e+04
          12    1.720724e+06    2.500000e+04
