# Name:     115N-H
# y_ppm:  114.61158    0.00003
# yw_hz:   15.40276    0.04412
# y_eta:    0.00000    0.00000
# x_ppm:  111.22184    0.00004
# xw_hz:   25.79836    0.07262
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
           0    6.313464e+06    2.500000e+04
          40    4.080271e+06    2.500000e+04
           1    2.002969e+06    2.500000e+04
          36    4.057301e+06    2.500000e+04
           2    1.977945e+06    2.500000e+04
          33    4.011217e+06    2.500000e+04
           4    2.160003e+06    2.500000e+04
          30    3.966095e+06    2.500000e+04
           6    2.283248e+06    2.500000e+04
          27    3.926692e+06    2.500000e+04
           8    2.557057e+06    2.500000e+04
          24    3.818606e+06    2.500000e+04
          10    2.803759e+06    2.500000e+04
          21    3.720049e+06    2.500000e+04
          12    3.061919e+06    2.500000e+04
          18    3.566949e+06    2.500000e+04
          15    3.354883e+06    2.500000e+04
          40    4.081287e+06    2.500000e+04
           1    1.993293e+06    2.500000e+04
          12    3.079851e+06    2.500000e+04
