# Name:       8N-H
# y_ppm:  123.76345    0.00006
# yw_hz:   24.28733    0.08545
# y_eta:    0.00000    0.00000
# x_ppm:  115.97769    0.00004
# xw_hz:   22.88340    0.08379
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
           0    1.907209e+06    2.500000e+04
          40    1.238820e+06    2.500000e+04
           1    7.239106e+05    2.500000e+04
          36    1.239948e+06    2.500000e+04
           2    7.526125e+05    2.500000e+04
          33    1.241182e+06    2.500000e+04
           4    8.201631e+05    2.500000e+04
          30    1.221407e+06    2.500000e+04
           6    9.356517e+05    2.500000e+04
          27    1.211021e+06    2.500000e+04
           8    9.994398e+05    2.500000e+04
          24    1.211043e+06    2.500000e+04
          10    1.064685e+06    2.500000e+04
          21    1.207330e+06    2.500000e+04
          12    1.091742e+06    2.500000e+04
          18    1.192511e+06    2.500000e+04
          15    1.144266e+06    2.500000e+04
          40    1.243859e+06    2.500000e+04
           1    7.474367e+05    2.500000e+04
          12    1.136828e+06    2.500000e+04
