# Name:     105N-H
# y_ppm:  117.51973    0.00010
# yw_hz:   25.00101    0.14073
# y_eta:    0.00000    0.00000
# x_ppm:  112.22111    0.00009
# xw_hz:   27.49821    0.17108
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
           0    2.474677e+06    2.500000e+04
          40    1.562043e+06    2.500000e+04
           1    7.752659e+05    2.500000e+04
          36    1.523099e+06    2.500000e+04
           2    8.077633e+05    2.500000e+04
          33    1.511874e+06    2.500000e+04
           4    8.250361e+05    2.500000e+04
          30    1.514815e+06    2.500000e+04
           6    9.041679e+05    2.500000e+04
          27    1.480836e+06    2.500000e+04
           8    9.796457e+05    2.500000e+04
          24    1.458456e+06    2.500000e+04
          10    1.065515e+06    2.500000e+04
          21    1.413598e+06    2.500000e+04
          12    1.160071e+06    2.500000e+04
          18    1.352764e+06    2.500000e+04
          15    1.277514e+06    2.500000e+04
          40    1.554324e+06    2.500000e+04
           1    7.917996e+05    2.500000e+04
          12    1.192937e+06    2.500000e+04
