# Name:     104N-H
# y_ppm:  123.40823    0.00009
# yw_hz:   23.17140    0.13134
# y_eta:    0.00000    0.00000
# x_ppm:  121.14674    0.00009
# xw_hz:   29.63839    0.16591
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
           0    2.187818e+06    2.500000e+04
          40    1.160782e+06    2.500000e+04
           1    5.305017e+05    2.500000e+04
          36    1.136168e+06    2.500000e+04
           2    5.392435e+05    2.500000e+04
          33    1.087801e+06    2.500000e+04
           4    5.294283e+05    2.500000e+04
          30    1.031993e+06    2.500000e+04
           6    5.512080e+05    2.500000e+04
          27    9.625436e+05    2.500000e+04
           8    5.510749e+05    2.500000e+04
          24    8.848278e+05    2.500000e+04
          10    5.542132e+05    2.500000e+04
          21    8.318081e+05    2.500000e+04
          12    5.834097e+05    2.500000e+04
          18    7.355834e+05    2.500000e+04
          15    6.425706e+05    2.500000e+04
          40    1.131088e+06    2.500000e+04
           1    5.484676e+05    2.500000e+04
          12    5.824780e+05    2.500000e+04
