#
#       Peak Name  Conv_flg Overlap_flg
#         136N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   128.384     9.973
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.2835624e+02  1.1619208e-04
# w1(Hz)        1.7094316e+01  1.9969303e-02
# g1            6.4780751e-01  6.0855802e-03
# f02(ppm)      9.9729253e+00  1.6481375e-05
# w2(Hz)        2.2852939e+01  3.0088430e-02
# g2            3.4565990e-01  5.0701484e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    3.6002451e+04  1.2699686e+02
   3.000e+01    3.2255466e+04  1.2041029e+02
   1.000e+00    2.8616762e+04  1.1440015e+02
   2.800e+01    3.2492774e+04  1.2081613e+02
   2.000e+00    2.9718613e+04  1.1617629e+02
   2.600e+01    3.2295993e+04  1.2047949e+02
   3.000e+00    3.0816460e+04  1.1798459e+02
   2.400e+01    3.2377849e+04  1.2061939e+02
   4.000e+00    3.0993120e+04  1.1827905e+02
   2.200e+01    3.2160747e+04  1.2024876e+02
   5.000e+00    3.1492277e+04  1.1911616e+02
   2.000e+01    3.2289313e+04  1.2046808e+02
   6.000e+00    3.1668567e+04  1.1941358e+02
   1.800e+01    3.2173795e+04  1.2027100e+02
   7.000e+00    3.1481072e+04  1.1909728e+02
   1.600e+01    3.2109863e+04  1.2016209e+02
   8.000e+00    3.1775255e+04  1.1959402e+02
   1.400e+01    3.2015632e+04  1.2000178e+02
   9.000e+00    3.2297432e+04  1.2048195e+02
   1.300e+01    3.2462705e+04  1.2076462e+02
   1.000e+01    3.1977827e+04  1.1993754e+02
   1.200e+01    3.2480949e+04  1.2079587e+02
   1.100e+01    3.2159394e+04  1.2024645e+02
   2.000e+00    3.0119367e+04  1.1683201e+02
   2.800e+01    3.2143243e+04  1.2021894e+02
   8.000e+00    3.1930250e+04  1.1985675e+02
