#
#       Peak Name  Conv_flg Overlap_flg
#           6N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   127.358     8.917
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.2732806e+02  2.0223236e-04
# w1(Hz)        1.5025923e+01  3.3278225e-02
# g1            6.8086900e-01  1.0243174e-02
# f02(ppm)      8.9167080e+00  2.3469452e-05
# w2(Hz)        1.6864826e+01  3.8362623e-02
# g2            5.3839238e-01  8.3024019e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    5.2316013e+04  3.3049934e+02
   3.000e+01    4.5992550e+04  3.1534648e+02
   1.000e+00    4.5320006e+04  3.1380984e+02
   2.800e+01    4.5679821e+04  3.1463007e+02
   2.000e+00    4.6180292e+04  3.1577812e+02
   2.600e+01    4.6121816e+04  3.1564355e+02
   3.000e+00    4.5976734e+04  3.1531017e+02
   2.400e+01    4.6218692e+04  3.1586655e+02
   4.000e+00    4.5867924e+04  3.1506059e+02
   2.200e+01    4.5917304e+04  3.1517380e+02
   5.000e+00    4.5993072e+04  3.1534767e+02
   2.000e+01    4.6251777e+04  3.1594278e+02
   6.000e+00    4.6029182e+04  3.1543060e+02
   1.800e+01    4.6323768e+04  3.1610878e+02
   7.000e+00    4.5927074e+04  3.1519621e+02
   1.600e+01    4.6022615e+04  3.1541552e+02
   8.000e+00    4.6050669e+04  3.1547997e+02
   1.400e+01    4.6292069e+04  3.1603566e+02
   9.000e+00    4.5867404e+04  3.1505940e+02
   1.300e+01    4.6011439e+04  3.1538985e+02
   1.000e+01    4.6029066e+04  3.1543034e+02
   1.200e+01    4.6070368e+04  3.1552525e+02
   1.100e+01    4.5905707e+04  3.1514721e+02
   2.000e+00    4.5620122e+04  3.1449368e+02
   2.800e+01    4.6083565e+04  3.1555558e+02
   8.000e+00    4.5971514e+04  3.1529818e+02
