50N-HN      499.2 5.0e-01 1.000e+04 2.6e+01  1.0  1.00000  0.00330  1.00020
50N-HN      499.2 5.0e-01 7.500e+02 2.6e+01  1.0  0.38205  0.00330  0.37663
50N-HN      499.2 5.0e-01 7.250e+02 2.6e+01  1.0  0.35984  0.00330  0.36048
50N-HN      499.2 5.0e-01 7.000e+02 2.6e+01  1.0  0.33285  0.00330  0.33639
50N-HN      499.2 5.0e-01 6.750e+02 2.6e+01  1.0  0.29880  0.00330  0.29904
50N-HN      499.2 5.0e-01 6.500e+02 2.6e+01  1.0  0.24096  0.00330  0.23935
50N-HN      499.2 5.0e-01 6.250e+02 2.6e+01  1.0  0.14796  0.00330  0.14668
50N-HN      499.2 5.0e-01 6.000e+02 2.6e+01  1.0  0.03805  0.00330  0.03875
50N-HN      499.2 5.0e-01 5.750e+02 2.6e+01  1.0 -0.00133  0.00330  0.00062
50N-HN      499.2 5.0e-01 5.500e+02 2.6e+01  1.0  0.00173  0.00330  0.00081
50N-HN      499.2 5.0e-01 5.250e+02 2.6e+01  1.0  0.03993  0.00330  0.04167
50N-HN      499.2 5.0e-01 5.000e+02 2.6e+01  1.0  0.14376  0.00330  0.14444
50N-HN      499.2 5.0e-01 4.750e+02 2.6e+01  1.0  0.22864  0.00330  0.23127
50N-HN      499.2 5.0e-01 4.500e+02 2.6e+01  1.0  0.28726  0.00330  0.28779
50N-HN      499.2 5.0e-01 4.250e+02 2.6e+01  1.0  0.32667  0.00330  0.32348
50N-HN      499.2 5.0e-01 4.000e+02 2.6e+01  1.0  0.34433  0.00330  0.34644
50N-HN      499.2 5.0e-01 3.750e+02 2.6e+01  1.0  0.36233  0.00330  0.36147
50N-HN      499.2 5.0e-01 3.500e+02 2.6e+01  1.0  0.37259  0.00330  0.37127
50N-HN      499.2 5.0e-01 3.250e+02 2.6e+01  1.0  0.37487  0.00330  0.37732
50N-HN      499.2 5.0e-01 3.000e+02 2.6e+01  1.0  0.38320  0.00330  0.38023
50N-HN      499.2 5.0e-01 2.750e+02 2.6e+01  1.0  0.37838  0.00330  0.38004
50N-HN      499.2 5.0e-01 2.500e+02 2.6e+01  1.0  0.37650  0.00330  0.37594
50N-HN      499.2 5.0e-01 2.250e+02 2.6e+01  1.0  0.36270  0.00330  0.36592
50N-HN      499.2 5.0e-01 2.000e+02 2.6e+01  1.0  0.34999  0.00330  0.34615
50N-HN      499.2 5.0e-01 1.750e+02 2.6e+01  1.0  0.31303  0.00330  0.31362
50N-HN      499.2 5.0e-01 1.500e+02 2.6e+01  1.0  0.29033  0.00330  0.28884
50N-HN      499.2 5.0e-01 1.250e+02 2.6e+01  1.0  0.31799  0.00330  0.31879
50N-HN      499.2 5.0e-01 1.000e+02 2.6e+01  1.0  0.36241  0.00330  0.36361
50N-HN      499.2 5.0e-01 7.500e+01 2.6e+01  1.0  0.38900  0.00330  0.38984
50N-HN      499.2 5.0e-01 5.000e+01 2.6e+01  1.0  0.40768  0.00330  0.40354
50N-HN      499.2 5.0e-01 2.500e+01 2.6e+01  1.0  0.40987  0.00330  0.41113
50N-HN      499.2 5.0e-01 -0.000e+00 2.6e+01  1.0  0.41886  0.00330  0.41569
50N-HN      499.2 5.0e-01 -2.500e+01 2.6e+01  1.0  0.42168  0.00330  0.41863
50N-HN      499.2 5.0e-01 -5.000e+01 2.6e+01  1.0  0.42417  0.00330  0.42065
50N-HN      499.2 5.0e-01 -7.500e+01 2.6e+01  1.0  0.42824  0.00330  0.42211
50N-HN      499.2 5.0e-01 -1.000e+02 2.6e+01  1.0  0.42174  0.00330  0.42320
50N-HN      499.2 5.0e-01 -1.250e+02 2.6e+01  1.0  0.42489  0.00330  0.42405
50N-HN      499.2 5.0e-01 -1.500e+02 2.6e+01  1.0  0.42484  0.00330  0.42473
50N-HN      499.2 5.0e-01 -1.750e+02 2.6e+01  1.0  0.42426  0.00330  0.42528
50N-HN      499.2 5.0e-01 -2.000e+02 2.6e+01  1.0  0.42704  0.00330  0.42575
50N-HN      499.2 5.0e-01 -2.250e+02 2.6e+01  1.0  0.42598  0.00330  0.42613
50N-HN      499.2 5.0e-01 -2.500e+02 2.6e+01  1.0  0.42913  0.00330  0.42647
50N-HN      499.2 5.0e-01 -2.750e+02 2.6e+01  1.0  0.42103  0.00330  0.42676
50N-HN      499.2 5.0e-01 -3.000e+02 2.6e+01  1.0  0.42466  0.00330  0.42701
50N-HN      499.2 5.0e-01 -3.250e+02 2.6e+01  1.0  0.42969  0.00330  0.42723
50N-HN      499.2 5.0e-01 -3.500e+02 2.6e+01  1.0  0.42697  0.00330  0.42743
50N-HN      499.2 5.0e-01 -3.750e+02 2.6e+01  1.0  0.42665  0.00330  0.42761
50N-HN      499.2 5.0e-01 -4.000e+02 2.6e+01  1.0  0.42968  0.00330  0.42777
50N-HN      499.2 5.0e-01 -4.250e+02 2.6e+01  1.0  0.42762  0.00330  0.42791
50N-HN      499.2 5.0e-01 -4.500e+02 2.6e+01  1.0  0.42479  0.00330  0.42805
50N-HN      499.2 5.0e-01 -4.750e+02 2.6e+01  1.0  0.42515  0.00330  0.42816
50N-HN      499.2 5.0e-01 -5.000e+02 2.6e+01  1.0  0.42523  0.00330  0.42827
50N-HN      499.2 5.0e-01 -5.250e+02 2.6e+01  1.0  0.42654  0.00330  0.42837
50N-HN      499.2 5.0e-01 -5.500e+02 2.6e+01  1.0  0.42685  0.00330  0.42847
50N-HN      499.2 5.0e-01 -5.750e+02 2.6e+01  1.0  0.42618  0.00330  0.42855
50N-HN      499.2 5.0e-01 -6.000e+02 2.6e+01  1.0  0.42972  0.00330  0.42863
50N-HN      499.2 5.0e-01 -6.250e+02 2.6e+01  1.0  0.42773  0.00330  0.42871
50N-HN      499.2 5.0e-01 -6.500e+02 2.6e+01  1.0  0.42841  0.00330  0.42877
50N-HN      499.2 5.0e-01 -6.750e+02 2.6e+01  1.0  0.42852  0.00330  0.42884
50N-HN      499.2 5.0e-01 -7.000e+02 2.6e+01  1.0  0.42572  0.00330  0.42890
50N-HN      499.2 5.0e-01 -7.250e+02 2.6e+01  1.0  0.43143  0.00330  0.42895
50N-HN      499.2 5.0e-01 -7.500e+02 2.6e+01  1.0  0.42983  0.00330  0.42901
