#
#       Peak Name  Overlap_group
#          26N-HN              3
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   116.534     7.532
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1653743e+02  5.6114858e-05 
# w1(Hz)        1.4637959e+01  1.2393313e-02 
# g1            1.0649178e+00  4.4506988e-03 
# f02(ppm)      7.5320676e+00  7.0291343e-06 
# w2(Hz)        1.8129702e+01  1.4995847e-02 
# g2            1.1204861e+00  4.4437576e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    8.5960383e+04  2.0970831e+02
   3.000e+01    6.7823429e+04  1.8729548e+02
   2.000e+00    5.7250544e+04  1.7569234e+02
   2.800e+01    6.7283176e+04  1.8667633e+02
   4.000e+00    5.7813264e+04  1.7628133e+02
   2.600e+01    6.7024437e+04  1.8636857e+02
   6.000e+00    5.9083001e+04  1.7761912e+02
   2.400e+01    6.6230149e+04  1.8547929e+02
   8.000e+00    6.0142681e+04  1.7873687e+02
   2.200e+01    6.5330251e+04  1.8445370e+02
   1.000e+01    6.0694471e+04  1.7932886e+02
   2.000e+01    6.4701246e+04  1.8374530e+02
   1.200e+01    6.1429819e+04  1.8013285e+02
   1.800e+01    6.3888234e+04  1.8283986e+02
   1.400e+01    6.1912269e+04  1.8066536e+02
   1.600e+01    6.3122010e+04  1.8198511e+02
   2.800e+01    6.7399357e+04  1.8680774e+02
   1.200e+01    6.1479034e+04  1.8019000e+02
