#
#       Peak Name  Overlap_group
#          46N-HN              6
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.835     7.467
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2383926e+02  4.5839921e-05 
# w1(Hz)        1.2389725e+01  8.8534235e-03 
# g1            1.5459501e+00  5.3047805e-03 
# f02(ppm)      7.4675260e+00  7.9809087e-06 
# w2(Hz)        2.0414133e+01  1.6595672e-02 
# g2            1.1561561e+00  5.8095087e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    7.8840503e+04  2.4056184e+02
   3.000e+01    7.1405189e+04  2.2699309e+02
   2.000e+00    7.1219354e+04  2.2661850e+02
   2.800e+01    7.1449060e+04  2.2706610e+02
   4.000e+00    7.1208725e+04  2.2659496e+02
   2.600e+01    7.1758961e+04  2.2757615e+02
   6.000e+00    7.1029818e+04  2.2630628e+02
   2.400e+01    7.1702592e+04  2.2749430e+02
   8.000e+00    7.1498316e+04  2.2707182e+02
   2.200e+01    7.1695040e+04  2.2743397e+02
   1.000e+01    7.1664243e+04  2.2739015e+02
   2.000e+01    7.1697893e+04  2.2747193e+02
   1.200e+01    7.1661590e+04  2.2735353e+02
   1.800e+01    7.1918376e+04  2.2780066e+02
   1.400e+01    7.1636029e+04  2.2732639e+02
   1.600e+01    7.1798419e+04  2.2762853e+02
   2.800e+01    7.1660464e+04  2.2739258e+02
   1.200e+01    7.1387609e+04  2.2690461e+02
