#
#       Peak Name  Overlap_group
#          68N-HN              3
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   117.050     7.509
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1705144e+02  4.9381597e-05 
# w1(Hz)        1.3684875e+01  1.0668810e-02 
# g1            1.1812694e+00  4.4941554e-03 
# f02(ppm)      7.5092316e+00  8.1863333e-06 
# w2(Hz)        2.1287175e+01  1.8900516e-02 
# g2            7.7956875e-01  3.4987656e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    9.1417176e+04  2.2015120e+02
   3.000e+01    7.7967223e+04  2.0585179e+02
   2.000e+00    7.2646957e+04  2.0056972e+02
   2.800e+01    7.7484974e+04  2.0536492e+02
   4.000e+00    7.3613180e+04  2.0149974e+02
   2.600e+01    7.7349319e+04  2.0523263e+02
   6.000e+00    7.4140628e+04  2.0202220e+02
   2.400e+01    7.7250770e+04  2.0512692e+02
   8.000e+00    7.4555893e+04  2.0243037e+02
   2.200e+01    7.7024041e+04  2.0489549e+02
   1.000e+01    7.5102517e+04  2.0296643e+02
   2.000e+01    7.6742177e+04  2.0461749e+02
   1.200e+01    7.5264991e+04  2.0313202e+02
   1.800e+01    7.6376898e+04  2.0424757e+02
   1.400e+01    7.5592153e+04  2.0345884e+02
   1.600e+01    7.5931510e+04  2.0379994e+02
   2.800e+01    7.7673623e+04  2.0556160e+02
   1.200e+01    7.5190900e+04  2.0306419e+02
