#
#       Peak Name  Overlap_group
#           5N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   125.093     8.287
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2509303e+02  3.9886524e-05 
# w1(Hz)        1.4058256e+01  8.6012351e-03 
# g1            1.1778562e+00  3.4703022e-03 
# f02(ppm)      8.2869790e+00  5.1838182e-06 
# w2(Hz)        1.7977226e+01  1.1037716e-02 
# g2            1.1477466e+00  3.3590022e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    9.0161545e+04  1.7016735e+02
   3.000e+01    7.1519186e+04  1.5350425e+02
   2.000e+00    7.1737866e+04  1.5368509e+02
   2.800e+01    7.1767169e+04  1.5371036e+02
   4.000e+00    7.1539870e+04  1.5351951e+02
   2.600e+01    7.1680914e+04  1.5363628e+02
   6.000e+00    7.1287006e+04  1.5330956e+02
   2.400e+01    7.1575855e+04  1.5354928e+02
   8.000e+00    7.1592536e+04  1.5356401e+02
   2.200e+01    7.1826118e+04  1.5375796e+02
   1.000e+01    7.1294421e+04  1.5331646e+02
   2.000e+01    7.1642333e+04  1.5360606e+02
   1.200e+01    7.1409500e+04  1.5341065e+02
   1.800e+01    7.1416713e+04  1.5341659e+02
   1.400e+01    7.1134480e+04  1.5318072e+02
   1.600e+01    7.1512872e+04  1.5349621e+02
   2.800e+01    7.1433355e+04  1.5343001e+02
   1.200e+01    7.1229420e+04  1.5326048e+02
