#
#       Peak Name  Overlap_group
#           9N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.224     8.151
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2322389e+02  8.0084628e-05 
# w1(Hz)        1.3867222e+01  1.7259322e-02 
# g1            1.1818647e+00  7.0936008e-03 
# f02(ppm)      8.1506826e+00  1.1848433e-05 
# w2(Hz)        1.9889737e+01  2.6004262e-02 
# g2            1.0019313e+00  6.3284535e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    9.7754990e+04  3.7422439e+02
   3.000e+01    7.8929662e+04  3.4127536e+02
   2.000e+00    7.8511841e+04  3.4059480e+02
   2.800e+01    7.8633023e+04  3.4079294e+02
   4.000e+00    7.8505712e+04  3.4058513e+02
   2.600e+01    7.8978194e+04  3.4136172e+02
   6.000e+00    7.8590548e+04  3.4072624e+02
   2.400e+01    7.8702739e+04  3.4090379e+02
   8.000e+00    7.8978482e+04  3.4136100e+02
   2.200e+01    7.8746139e+04  3.4097966e+02
   1.000e+01    7.8705470e+04  3.4091539e+02
   2.000e+01    7.8742869e+04  3.4097310e+02
   1.200e+01    7.8966808e+04  3.4134877e+02
   1.800e+01    7.8737969e+04  3.4096792e+02
   1.400e+01    7.8711029e+04  3.4091685e+02
   1.600e+01    7.8592917e+04  3.4073281e+02
   2.800e+01    7.8699931e+04  3.4090087e+02
   1.200e+01    7.8891135e+04  3.4121785e+02
