#
#       Peak Name  Overlap_group
#          24N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.051     7.644
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2305101e+02  4.6946222e-05 
# w1(Hz)        1.2833092e+01  9.7563998e-03 
# g1            1.3962772e+00  5.0992299e-03 
# f02(ppm)      7.6444967e+00  7.3851465e-06 
# w2(Hz)        1.8993529e+01  1.6456722e-02 
# g2            9.2325261e-01  3.9130252e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    9.1161646e+04  2.3764375e+02
   3.000e+01    8.0187270e+04  2.2503053e+02
   2.000e+00    7.9851109e+04  2.2466026e+02
   2.800e+01    8.0255261e+04  2.2510836e+02
   4.000e+00    7.9527940e+04  2.2430190e+02
   2.600e+01    8.0087904e+04  2.2492190e+02
   6.000e+00    7.9942628e+04  2.2475755e+02
   2.400e+01    8.0219200e+04  2.2505983e+02
   8.000e+00    7.9995305e+04  2.2481603e+02
   2.200e+01    8.0216465e+04  2.2506258e+02
   1.000e+01    7.9993653e+04  2.2481067e+02
   2.000e+01    8.0240842e+04  2.2508451e+02
   1.200e+01    8.0233214e+04  2.2508038e+02
   1.800e+01    8.0063256e+04  2.2488956e+02
   1.400e+01    8.0172733e+04  2.2501166e+02
   1.600e+01    8.0080414e+04  2.2491277e+02
   2.800e+01    8.0135474e+04  2.2496586e+02
   1.200e+01    8.0173782e+04  2.2501403e+02
