#
#       Peak Name  Overlap_group
#        1005N-HN              1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.356     8.896
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2326545e+02  1.5012036e-03 
# w1(Hz)        3.4637340e+01  3.3779014e-01 
# g1            1.7903787e+00  1.2156189e-01 
# f02(ppm)      8.9081175e+00  3.6199271e-04 
# w2(Hz)        7.2858404e+01  6.5459453e-01 
# g2            3.9249724e+00  2.9499641e-01 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    8.1691640e+03  5.1244881e+02
   3.000e+01    3.0477957e+03  2.0960703e+02
   2.000e+00    2.6658822e+03  1.8826146e+02
   2.800e+01    2.7123849e+03  1.9082947e+02
   4.000e+00    2.8466573e+03  1.9812580e+02
   2.600e+01    2.9045224e+03  2.0159904e+02
   6.000e+00    3.0207852e+03  2.0755811e+02
   2.400e+01    2.6655791e+03  1.8843328e+02
   8.000e+00    3.0456092e+03  2.0934555e+02
   2.200e+01    3.0905335e+03  2.1180924e+02
   1.000e+01    2.8535181e+03  1.9844920e+02
   2.000e+01    2.7693979e+03  1.9385900e+02
   1.200e+01    2.6382433e+03  1.8682594e+02
   1.800e+01    2.9390552e+03  2.0332605e+02
   1.400e+01    2.9623086e+03  2.0447763e+02
   1.600e+01    2.8981110e+03  2.0099455e+02
   2.800e+01    2.9183879e+03  2.0201973e+02
   1.200e+01    2.6870840e+03  1.8947967e+02
