#
#       Peak Name  Overlap_group
#          19N-HN              2
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   119.451     7.872
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1945306e+02  4.8830453e-05 
# w1(Hz)        1.3290120e+01  1.0074203e-02 
# g1            1.4268462e+00  5.2215254e-03 
# f02(ppm)      7.8719718e+00  7.0133205e-06 
# w2(Hz)        1.7895360e+01  1.5311780e-02 
# g2            1.0698279e+00  5.4274434e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    1.1033167e+05  3.2511406e+02
   3.000e+01    9.8902752e+04  3.0685498e+02
   2.000e+00    9.9285202e+04  3.0739172e+02
   2.800e+01    9.8696005e+04  3.0654593e+02
   4.000e+00    9.9013224e+04  3.0703088e+02
   2.600e+01    9.8585278e+04  3.0635375e+02
   6.000e+00    9.8690157e+04  3.0649896e+02
   2.400e+01    9.8741398e+04  3.0660419e+02
   8.000e+00    9.8676878e+04  3.0647775e+02
   2.200e+01    9.9002661e+04  3.0697960e+02
   1.000e+01    9.8649347e+04  3.0648210e+02
   2.000e+01    9.8735533e+04  3.0659642e+02
   1.200e+01    9.8593691e+04  3.0638815e+02
   1.800e+01    9.8750806e+04  3.0660459e+02
   1.400e+01    9.8444173e+04  3.0619981e+02
   1.600e+01    9.8629731e+04  3.0642903e+02
   2.800e+01    9.8817562e+04  3.0673724e+02
   1.200e+01    9.8666746e+04  3.0648343e+02
