#
#       Peak Name  Overlap_group
#        1002N-HN              4
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   115.970     7.863
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1596857e+02  6.2289957e-05 
# w1(Hz)        1.3415342e+01  1.1647556e-02 
# g1            1.3342336e+00  5.4502638e-03 
# f02(ppm)      7.8635230e+00  9.2587692e-06 
# w2(Hz)        1.9692765e+01  1.7330061e-02 
# g2            1.2591382e+00  6.2209519e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    8.9495320e+04  2.9369157e+02
   3.000e+01    7.6246431e+04  2.6621277e+02
   2.000e+00    7.2759990e+04  2.5958595e+02
   2.800e+01    7.5911938e+04  2.6557335e+02
   4.000e+00    7.2209768e+04  2.5850748e+02
   2.600e+01    7.5589053e+04  2.6494988e+02
   6.000e+00    7.2655886e+04  2.5933918e+02
   2.400e+01    7.5443194e+04  2.6465964e+02
   8.000e+00    7.3252107e+04  2.6053821e+02
   2.200e+01    7.5043572e+04  2.6393347e+02
   1.000e+01    7.3580618e+04  2.6113717e+02
   2.000e+01    7.5076129e+04  2.6392438e+02
   1.200e+01    7.3797046e+04  2.6149703e+02
   1.800e+01    7.4571745e+04  2.6298333e+02
   1.400e+01    7.3742539e+04  2.6148277e+02
   1.600e+01    7.4114216e+04  2.6218125e+02
   2.800e+01    7.5583147e+04  2.6493784e+02
   1.200e+01    7.3259814e+04  2.6054637e+02
