#
#       Peak Name  Overlap_group
#           6N-HN              0
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   121.467     8.132
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2146617e+02  9.8077046e-05 
# w1(Hz)        1.4082119e+01  2.1271153e-02 
# g1            1.1211661e+00  8.1431170e-03 
# f02(ppm)      8.1322041e+00  1.4531992e-05 
# w2(Hz)        1.9112734e+01  3.6840688e-02 
# g2            4.9842567e-01  5.8907744e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    1.1256689e+05  4.8347351e+02
   3.000e+01    8.6826593e+04  4.3596916e+02
   2.000e+00    8.6302551e+04  4.3502057e+02
   2.800e+01    8.6588892e+04  4.3556345e+02
   4.000e+00    8.6282860e+04  4.3499018e+02
   2.600e+01    8.6475743e+04  4.3537416e+02
   6.000e+00    8.6350206e+04  4.3511490e+02
   2.400e+01    8.6735337e+04  4.3580701e+02
   8.000e+00    8.6539304e+04  4.3544478e+02
   2.200e+01    8.6357948e+04  4.3517013e+02
   1.000e+01    8.6492782e+04  4.3536135e+02
   2.000e+01    8.6445474e+04  4.3530623e+02
   1.200e+01    8.6413604e+04  4.3524325e+02
   1.800e+01    8.6446258e+04  4.3531181e+02
   1.400e+01    8.6776404e+04  4.3585124e+02
   1.600e+01    8.6242121e+04  4.3496247e+02
   2.800e+01    8.6292564e+04  4.3506865e+02
   1.200e+01    8.6325703e+04  4.3509442e+02
