#
#       Peak Name  Overlap_group
#          59N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   117.144     7.880
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1714718e+02  8.6559912e-05 
# w1(Hz)        1.7785695e+01  2.0356250e-02 
# g1            8.0971704e-01  4.7888839e-03 
# f02(ppm)      7.8798623e+00  9.6453855e-06 
# w2(Hz)        1.9658686e+01  2.1902968e-02 
# g2            8.5296119e-01  4.7032620e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    7.4041488e+04  1.9040793e+02
   3.000e+01    4.9810788e+04  1.5733716e+02
   2.000e+00    3.4699918e+04  1.4093045e+02
   2.800e+01    4.9057651e+04  1.5642873e+02
   4.000e+00    3.5744469e+04  1.4192811e+02
   2.600e+01    4.8022363e+04  1.5519215e+02
   6.000e+00    3.7098415e+04  1.4325292e+02
   2.400e+01    4.7274680e+04  1.5431049e+02
   8.000e+00    3.8025368e+04  1.4418151e+02
   2.200e+01    4.5811212e+04  1.5260904e+02
   1.000e+01    3.9232211e+04  1.4541605e+02
   2.000e+01    4.4953405e+04  1.5162855e+02
   1.200e+01    4.0266138e+04  1.4649551e+02
   1.800e+01    4.3977105e+04  1.5052883e+02
   1.400e+01    4.1057909e+04  1.4733393e+02
   1.600e+01    4.2628731e+04  1.4903309e+02
   2.800e+01    4.9184253e+04  1.5658090e+02
   1.200e+01    3.9860298e+04  1.4606856e+02
