#
#       Peak Name  Overlap_group
#          35N-HN              5
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   116.594     8.295
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1659422e+02  5.3061283e-05 
# w1(Hz)        1.3454538e+01  1.1112660e-02 
# g1            1.3315132e+00  5.2684054e-03 
# f02(ppm)      8.2952765e+00  7.5668524e-06 
# w2(Hz)        1.9120276e+01  1.5556907e-02 
# g2            1.4275167e+00  6.0153968e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    9.3707593e+04  2.8098177e+02
   3.000e+01    8.3556647e+04  2.6564460e+02
   2.000e+00    8.3471029e+04  2.6550296e+02
   2.800e+01    8.3305631e+04  2.6528037e+02
   4.000e+00    8.3220591e+04  2.6513445e+02
   2.600e+01    8.3401520e+04  2.6541872e+02
   6.000e+00    8.3605513e+04  2.6569973e+02
   2.400e+01    8.3663713e+04  2.6579743e+02
   8.000e+00    8.3593320e+04  2.6568171e+02
   2.200e+01    8.3363862e+04  2.6536233e+02
   1.000e+01    8.3599454e+04  2.6569357e+02
   2.000e+01    8.3355063e+04  2.6534768e+02
   1.200e+01    8.3416592e+04  2.6543428e+02
   1.800e+01    8.3324383e+04  2.6530040e+02
   1.400e+01    8.3515546e+04  2.6557511e+02
   1.600e+01    8.3405388e+04  2.6541329e+02
   2.800e+01    8.3472998e+04  2.6552100e+02
   1.200e+01    8.3508054e+04  2.6556395e+02
