#
#       Peak Name  Overlap_group
#          33N-HN              4
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   115.850     7.782
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1585103e+02  7.4514644e-05 
# w1(Hz)        1.4250744e+01  1.6074824e-02 
# g1            1.1426924e+00  6.2230712e-03 
# f02(ppm)      7.7827098e+00  1.1462497e-05 
# w2(Hz)        2.1395256e+01  2.5629255e-02 
# g2            9.3896234e-01  5.7150071e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    9.1813860e+04  3.1114732e+02
   3.000e+01    7.2934845e+04  2.8040571e+02
   2.000e+00    6.9445480e+04  2.7515263e+02
   2.800e+01    7.2564949e+04  2.7983691e+02
   4.000e+00    6.9224999e+04  2.7482772e+02
   2.600e+01    7.2669237e+04  2.7999309e+02
   6.000e+00    6.9515240e+04  2.7525716e+02
   2.400e+01    7.2589914e+04  2.7987349e+02
   8.000e+00    7.0157429e+04  2.7620865e+02
   2.200e+01    7.1843020e+04  2.7874722e+02
   1.000e+01    7.0629241e+04  2.7691543e+02
   2.000e+01    7.1587301e+04  2.7834849e+02
   1.200e+01    7.0630998e+04  2.7690650e+02
   1.800e+01    7.1390698e+04  2.7804386e+02
   1.400e+01    7.0696528e+04  2.7699108e+02
   1.600e+01    7.0887546e+04  2.7728072e+02
   2.800e+01    7.2471964e+04  2.7968188e+02
   1.200e+01    7.0348289e+04  2.7647409e+02
