#
#       Peak Name  Overlap_group
#          34N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.183     7.484
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2318231e+02  4.1353685e-05 
# w1(Hz)        1.3489592e+01  8.5302845e-03 
# g1            1.4492137e+00  4.4568419e-03 
# f02(ppm)      7.4840272e+00  5.6614669e-06 
# w2(Hz)        1.7809257e+01  1.1977918e-02 
# g2            1.1775243e+00  3.7856108e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    9.9578747e+04  2.2750123e+02
   3.000e+01    9.0391679e+04  2.1788830e+02
   2.000e+00    8.9978068e+04  2.1745766e+02
   2.800e+01    9.0613336e+04  2.1810381e+02
   4.000e+00    9.0268560e+04  2.1776397e+02
   2.600e+01    9.0351190e+04  2.1784416e+02
   6.000e+00    9.0396209e+04  2.1789285e+02
   2.400e+01    9.0314309e+04  2.1780875e+02
   8.000e+00    9.0360068e+04  2.1785754e+02
   2.200e+01    9.0517860e+04  2.1801542e+02
   1.000e+01    9.0012182e+04  2.1750825e+02
   2.000e+01    9.0223332e+04  2.1771466e+02
   1.200e+01    9.0607551e+04  2.1810617e+02
   1.800e+01    9.0153605e+04  2.1764934e+02
   1.400e+01    9.0379303e+04  2.1787635e+02
   1.600e+01    9.0150766e+04  2.1764342e+02
   2.800e+01    9.0410209e+04  2.1790263e+02
   1.200e+01    9.0407153e+04  2.1789555e+02
