#
#       Peak Name  Overlap_group
#          64N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.939     7.960
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2393900e+02  1.1604923e-04 
# w1(Hz)        1.4079579e+01  2.3930109e-02 
# g1            1.4846107e+00  1.2126132e-02 
# f02(ppm)      7.9604944e+00  1.5243412e-05 
# w2(Hz)        1.7680309e+01  3.2616259e-02 
# g2            1.1187969e+00  9.8492194e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    1.0402028e+05  6.3825668e+02
   3.000e+01    9.3678581e+04  6.0946207e+02
   2.000e+00    9.4021086e+04  6.1043128e+02
   2.800e+01    9.4140424e+04  6.1071724e+02
   4.000e+00    9.4064164e+04  6.1052222e+02
   2.600e+01    9.4083710e+04  6.1056306e+02
   6.000e+00    9.3604962e+04  6.0927217e+02
   2.400e+01    9.4194490e+04  6.1087315e+02
   8.000e+00    9.4100626e+04  6.1061905e+02
   2.200e+01    9.4258910e+04  6.1103614e+02
   1.000e+01    9.3919666e+04  6.1010252e+02
   2.000e+01    9.4775838e+04  6.1247306e+02
   1.200e+01    9.4080052e+04  6.1056431e+02
   1.800e+01    9.4325307e+04  6.1122668e+02
   1.400e+01    9.4195267e+04  6.1088413e+02
   1.600e+01    9.3900597e+04  6.1005259e+02
   2.800e+01    9.4156658e+04  6.1075886e+02
   1.200e+01    9.3681011e+04  6.0946590e+02
