#
#       Peak Name  Overlap_group
#          39N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   122.584     8.094
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2258380e+02  5.5238995e-05 
# w1(Hz)        1.3680592e+01  1.1565017e-02 
# g1            1.3658371e+00  5.5215723e-03 
# f02(ppm)      8.0938194e+00  7.8811937e-06 
# w2(Hz)        1.8607705e+01  1.7254126e-02 
# g2            1.0038826e+00  4.4994134e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    1.0253482e+05  2.9842921e+02
   3.000e+01    9.2012285e+04  2.8505977e+02
   2.000e+00    9.2079444e+04  2.8514103e+02
   2.800e+01    9.1881959e+04  2.8489882e+02
   4.000e+00    9.1405054e+04  2.8431597e+02
   2.600e+01    9.2113395e+04  2.8518214e+02
   6.000e+00    9.1520903e+04  2.8445803e+02
   2.400e+01    9.1705273e+04  2.8468118e+02
   8.000e+00    9.1779228e+04  2.8477508e+02
   2.200e+01    9.2005530e+04  2.8505450e+02
   1.000e+01    9.1909320e+04  2.8493272e+02
   2.000e+01    9.2027834e+04  2.8508357e+02
   1.200e+01    9.2175119e+04  2.8525914e+02
   1.800e+01    9.1884200e+04  2.8490257e+02
   1.400e+01    9.2254332e+04  2.8535379e+02
   1.600e+01    9.2126068e+04  2.8519720e+02
   2.800e+01    9.2042901e+04  2.8509890e+02
   1.200e+01    9.2030237e+04  2.8508326e+02
