#
#       Peak Name  Overlap_group
#          27N-HN              1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.169     8.979
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2316975e+02  3.7287973e-05 
# w1(Hz)        1.3629391e+01  7.8969764e-03 
# g1            1.2247455e+00  3.7752162e-03 
# f02(ppm)      8.9794181e+00  7.7935713e-06 
# w2(Hz)        2.4630784e+01  1.8430364e-02 
# g2            5.5376011e-01  2.6665374e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    6.4894321e+04  1.5810766e+02
   3.000e+01    5.4947729e+04  1.2793275e+02
   2.000e+00    5.1861375e+04  1.2329390e+02
   2.800e+01    5.4838199e+04  1.2675823e+02
   4.000e+00    5.2090811e+04  1.2409190e+02
   2.600e+01    5.4802990e+04  1.2732091e+02
   6.000e+00    5.2059489e+04  1.2457790e+02
   2.400e+01    5.4306544e+04  1.2602482e+02
   8.000e+00    5.2477582e+04  1.2514053e+02
   2.200e+01    5.4116577e+04  1.2711538e+02
   1.000e+01    5.2940576e+04  1.2505399e+02
   2.000e+01    5.4279169e+04  1.2629786e+02
   1.200e+01    5.2961255e+04  1.2443175e+02
   1.800e+01    5.4092782e+04  1.2661576e+02
   1.400e+01    5.3387024e+04  1.2588745e+02
   1.600e+01    5.3608944e+04  1.2594253e+02
   2.800e+01    5.4763835e+04  1.2730078e+02
   1.200e+01    5.3234769e+04  1.2488357e+02
