#
#       Peak Name  Overlap_group
#           3N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.465     8.381
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2346691e+02  1.0616259e-04 
# w1(Hz)        1.7529771e+01  2.4051562e-02 
# g1            9.6938832e-01  6.6510320e-03 
# f02(ppm)      8.3804673e+00  1.6010851e-05 
# w2(Hz)        2.4775881e+01  3.9577459e-02 
# g2            5.8160873e-01  5.1703300e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    4.0759868e+04  1.2213297e+02
   3.000e+01    1.8616159e+04  8.3602133e+01
   2.000e+00    1.7879865e+04  8.2630113e+01
   2.800e+01    1.8494702e+04  8.3434954e+01
   4.000e+00    1.8463065e+04  8.3392312e+01
   2.600e+01    1.8373895e+04  8.3279413e+01
   6.000e+00    1.8388719e+04  8.3293876e+01
   2.400e+01    1.8235209e+04  8.3088291e+01
   8.000e+00    1.8472289e+04  8.3407931e+01
   2.200e+01    1.8468996e+04  8.3398445e+01
   1.000e+01    1.8112237e+04  8.2929840e+01
   2.000e+01    1.8247843e+04  8.3109035e+01
   1.200e+01    1.8144449e+04  8.2979182e+01
   1.800e+01    1.8260351e+04  8.3122342e+01
   1.400e+01    1.7914721e+04  8.2675053e+01
   1.600e+01    1.8677913e+04  8.3686270e+01
   2.800e+01    1.8286804e+04  8.3157879e+01
   1.200e+01    1.8187401e+04  8.3029307e+01
