#
#       Peak Name  Overlap_group
#          42N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   115.111     7.314
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1511240e+02  4.2478007e-05 
# w1(Hz)        1.4152587e+01  9.2181278e-03 
# g1            1.1440077e+00  3.5875701e-03 
# f02(ppm)      7.3142651e+00  6.1986808e-06 
# w2(Hz)        2.0006452e+01  1.3727685e-02 
# g2            9.6271798e-01  3.2034197e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    8.8210329e+04  1.7387119e+02
   3.000e+01    7.4061424e+04  1.6129448e+02
   2.000e+00    6.7973174e+04  1.5629318e+02
   2.800e+01    7.3555811e+04  1.6086984e+02
   4.000e+00    6.8610491e+04  1.5680464e+02
   2.600e+01    7.3465997e+04  1.6079364e+02
   6.000e+00    6.8608652e+04  1.5680464e+02
   2.400e+01    7.3194609e+04  1.6056641e+02
   8.000e+00    6.9132524e+04  1.5722345e+02
   2.200e+01    7.2682103e+04  1.6013839e+02
   1.000e+01    6.9931201e+04  1.5787252e+02
   2.000e+01    7.2265140e+04  1.5979062e+02
   1.200e+01    7.0563447e+04  1.5838907e+02
   1.800e+01    7.1844258e+04  1.5944237e+02
   1.400e+01    7.0968352e+04  1.5872092e+02
   1.600e+01    7.1376135e+04  1.5905634e+02
   2.800e+01    7.3782372e+04  1.6106097e+02
   1.200e+01    7.0584216e+04  1.5840726e+02
