#
#       Peak Name  Overlap_group
#          71N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   127.588     7.756
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2758659e+02  3.6453036e-05 
# w1(Hz)        1.2535677e+01  7.4038514e-03 
# g1            1.5692484e+00  4.5062653e-03 
# f02(ppm)      7.7563200e+00  5.3123284e-06 
# w2(Hz)        1.7765778e+01  1.0837718e-02 
# g2            1.4011488e+00  4.1148330e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    1.1655986e+05  2.7037580e+02
   3.000e+01    1.1236728e+05  2.6586289e+02
   2.000e+00    1.1191316e+05  2.6537940e+02
   2.800e+01    1.1243960e+05  2.6594233e+02
   4.000e+00    1.1222942e+05  2.6571490e+02
   2.600e+01    1.1265144e+05  2.6617143e+02
   6.000e+00    1.1246769e+05  2.6597206e+02
   2.400e+01    1.1249098e+05  2.6599671e+02
   8.000e+00    1.1215984e+05  2.6563743e+02
   2.200e+01    1.1254320e+05  2.6605317e+02
   1.000e+01    1.1224792e+05  2.6573692e+02
   2.000e+01    1.1280629e+05  2.6633430e+02
   1.200e+01    1.1233715e+05  2.6583754e+02
   1.800e+01    1.1238299e+05  2.6588499e+02
   1.400e+01    1.1249650e+05  2.6600356e+02
   1.600e+01    1.1229858e+05  2.6579227e+02
   2.800e+01    1.1267478e+05  2.6619264e+02
   1.200e+01    1.1236550e+05  2.6586197e+02
