#
#       Peak Name  Overlap_group
#          43N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   108.992     7.101
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.0899060e+02  7.1812852e-05 
# w1(Hz)        1.7540560e+01  1.7882435e-02 
# g1            6.0354626e-01  3.4603240e-03 
# f02(ppm)      7.1014328e+00  9.8750843e-06 
# w2(Hz)        2.4113855e+01  2.3476803e-02 
# g2            6.9751822e-01  3.5731193e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    6.2342561e+04  1.2068840e+02
   3.000e+01    3.8366407e+04  9.6210704e+01
   2.000e+00    2.6279497e+04  8.6824117e+01
   2.800e+01    3.7490744e+04  9.5446794e+01
   4.000e+00    2.6930119e+04  8.7262675e+01
   2.600e+01    3.6703812e+04  9.4773766e+01
   6.000e+00    2.7944973e+04  8.7961882e+01
   2.400e+01    3.5744780e+04  9.3964990e+01
   8.000e+00    2.8136252e+04  8.8089971e+01
   2.200e+01    3.4559780e+04  9.2984199e+01
   1.000e+01    2.9436805e+04  8.9021166e+01
   2.000e+01    3.3988886e+04  9.2522599e+01
   1.200e+01    2.9798701e+04  8.9288632e+01
   1.800e+01    3.2750313e+04  9.1535615e+01
   1.400e+01    3.0637200e+04  8.9910875e+01
   1.600e+01    3.1516215e+04  9.0575588e+01
   2.800e+01    3.6970111e+04  9.5000849e+01
   1.200e+01    3.0271879e+04  8.9639145e+01
