#
#       Peak Name  Conv_flg Overlap_flg
#         253N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   111.188     7.328
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.1141803e+02  1.8484079e-03
# w1(Hz)        2.4503846e+01  4.6483883e-01
# g1            2.6612823e-01  3.9017314e-02
# f02(ppm)      7.3518505e+00  2.1466286e-05
# w2(Hz)        4.0820995e+00  1.8198985e-02
# g2           -1.4459468e+00  7.9143998e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    1.0410419e+04  2.7412719e+02
   3.000e+01    9.5262798e+03  2.6731801e+02
   1.000e+00    8.6331190e+03  2.6089563e+02
   2.700e+01    1.0245001e+04  2.7282058e+02
   2.000e+00    8.3898978e+03  2.5923067e+02
   2.400e+01    8.8761710e+03  2.6259596e+02
   3.000e+00    9.0650133e+03  2.6394181e+02
   2.100e+01    1.0056460e+04  2.7134937e+02
   4.000e+00    9.1191552e+03  2.6433160e+02
   1.800e+01    9.0565775e+03  2.6388124e+02
   5.000e+00    8.7745113e+03  2.6188038e+02
   1.500e+01    1.0016226e+04  2.7103794e+02
   6.000e+00    8.9481235e+03  2.6310623e+02
   1.200e+01    9.5105580e+03  2.6720091e+02
   7.000e+00    9.1979191e+03  2.6490178e+02
   1.000e+01    9.7502981e+03  2.6900210e+02
   8.000e+00    9.3208143e+03  2.6579876e+02
   4.000e+00    9.2702057e+03  2.6542831e+02
   1.000e+00    8.1777203e+03  2.5780865e+02
   2.700e+01    1.0225297e+04  2.7266593e+02
