#
#       Peak Name  Conv_flg Overlap_flg
#           4N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   120.910    10.027
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.2091013e+02  1.7799770e-04
# w1(Hz)        1.7466189e+01  4.4230336e-02
# g1            6.7803147e-01  9.8833025e-03
# f02(ppm)      1.0026715e+01  2.0047468e-05
# w2(Hz)        1.8350591e+01  5.4962917e-02
# g2            3.2125831e-01  7.5089566e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    4.7215584e+04  3.0123343e+02
   3.000e+01    4.1011434e+04  2.8838907e+02
   1.000e+00    4.0644009e+04  2.8766848e+02
   2.700e+01    4.1420944e+04  2.8919770e+02
   2.000e+00    4.0695320e+04  2.8776883e+02
   2.400e+01    4.1428197e+04  2.8921208e+02
   3.000e+00    4.0730384e+04  2.8783746e+02
   2.100e+01    4.1124232e+04  2.8861123e+02
   4.000e+00    4.1082256e+04  2.8852851e+02
   1.800e+01    4.1308489e+04  2.8897507e+02
   5.000e+00    4.1102702e+04  2.8856879e+02
   1.500e+01    4.1446018e+04  2.8924740e+02
   6.000e+00    4.0792124e+04  2.8795840e+02
   1.200e+01    4.0806097e+04  2.8798579e+02
   7.000e+00    4.1169013e+04  2.8869955e+02
   1.000e+01    4.1386252e+04  2.8912897e+02
   8.000e+00    4.0884544e+04  2.8813969e+02
   4.000e+00    4.1248961e+04  2.8885739e+02
   1.000e+00    4.0536829e+04  2.8745916e+02
   2.700e+01    4.0978065e+04  2.8832343e+02
