#
#       Peak Name  Conv_flg Overlap_flg
#         100N-HN         1           8
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   119.567     8.419
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.1956796e+02  1.4913152e-04
# w1(Hz)        1.7397325e+01  3.3335734e-02
# g1            7.1611431e-01  8.7967691e-03
# f02(ppm)      8.4192077e+00  1.4519343e-05
# w2(Hz)        1.6961452e+01  3.5745261e-02
# g2            4.5819405e-01  6.5787734e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    8.2533060e+04  4.8248992e+02
   3.000e+01    7.0622157e+04  4.4714757e+02
   1.000e+00    7.0508722e+04  4.4522357e+02
   2.700e+01    7.0952309e+04  4.4728832e+02
   2.000e+00    6.9885057e+04  4.4430690e+02
   2.400e+01    7.1112586e+04  4.4779419e+02
   3.000e+00    7.0363692e+04  4.4536403e+02
   2.100e+01    7.0644803e+04  4.4632503e+02
   4.000e+00    7.0584067e+04  4.4594732e+02
   1.800e+01    7.1300197e+04  4.4924784e+02
   5.000e+00    7.0631596e+04  4.4701261e+02
   1.500e+01    7.0922211e+04  4.4773606e+02
   6.000e+00    7.0572748e+04  4.4631033e+02
   1.200e+01    7.0721638e+04  4.4707951e+02
   7.000e+00    7.0641963e+04  4.4651249e+02
   1.000e+01    7.0562220e+04  4.4609185e+02
   8.000e+00    7.0684919e+04  4.4698234e+02
   4.000e+00    7.0431781e+04  4.4584248e+02
   1.000e+00    7.0001625e+04  4.4437284e+02
   2.700e+01    7.0406989e+04  4.4619726e+02
