#
#       Peak Name  Conv_flg Overlap_flg
#         128N-HN         1           3
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   114.485     6.937
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.1439381e+02  1.2380280e-03
# w1(Hz)        1.7642035e+01  3.6983527e-01
# g1            9.0233493e-02  4.5694926e-02
# f02(ppm)     -7.9745838e+02  3.4906684e+09
# w2(Hz)        8.5375192e+05  2.7213394e+12
# g2            6.9300342e+03  9.7800330e+13
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    1.2699346e+09  1.7847261e+19
   3.000e+01    1.0614054e+09  1.4916665e+19
   1.000e+00    1.0605984e+09  1.4905318e+19
   2.700e+01    1.0670981e+09  1.4996664e+19
   2.000e+00    1.0700603e+09  1.5038287e+19
   2.400e+01    1.0931707e+09  1.5363080e+19
   3.000e+00    1.0933894e+09  1.5366154e+19
   2.100e+01    1.1050011e+09  1.5529342e+19
   4.000e+00    1.1042984e+09  1.5519462e+19
   1.800e+01    1.0817641e+09  1.5202775e+19
   5.000e+00    1.1012552e+09  1.5476695e+19
   1.500e+01    1.1076973e+09  1.5567230e+19
   6.000e+00    1.0958522e+09  1.5400766e+19
   1.200e+01    1.0801132e+09  1.5179572e+19
   7.000e+00    1.0748611e+09  1.5105765e+19
   1.000e+01    1.1152897e+09  1.5673936e+19
   8.000e+00    1.0729275e+09  1.5078586e+19
   4.000e+00    1.1276479e+09  1.5847609e+19
   1.000e+00    1.0637600e+09  1.4949748e+19
   2.700e+01    1.1129393e+09  1.5640902e+19
