#
#       Peak Name  Conv_flg Overlap_flg
#           4N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   121.459    10.026
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.2145604e+02  8.6697848e-05
# w1(Hz)        1.5653722e+01  2.1218325e-02
# g1            6.9866202e-01  5.2398023e-03
# f02(ppm)      1.0027947e+01  1.0728836e-05
# w2(Hz)        1.8506120e+01  2.7634561e-02
# g2            4.7814197e-01  4.4926524e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    6.0108980e+04  2.6251052e+02
   3.000e+01    4.2239954e+04  2.4723388e+02
   1.000e+00    4.1935492e+04  2.4701309e+02
   2.700e+01    4.1546166e+04  2.4673281e+02
   2.000e+00    4.1512247e+04  2.4670850e+02
   2.400e+01    4.2158628e+04  2.4717477e+02
   3.000e+00    4.2881468e+04  2.4770366e+02
   2.100e+01    4.2115622e+04  2.4714355e+02
   4.000e+00    4.2338175e+04  2.4730541e+02
   1.800e+01    4.1931572e+04  2.4701026e+02
   5.000e+00    4.1842904e+04  2.4694623e+02
   1.500e+01    4.2337447e+04  2.4730487e+02
   6.000e+00    4.2634787e+04  2.4752228e+02
   1.200e+01    4.2273588e+04  2.4725835e+02
   7.000e+00    4.2111505e+04  2.4714056e+02
   1.000e+01    4.2070416e+04  2.4711076e+02
   8.000e+00    4.2373684e+04  2.4733130e+02
   4.000e+00    4.2332288e+04  2.4730111e+02
   1.000e+00    4.2049080e+04  2.4709530e+02
   2.700e+01    4.2103954e+04  2.4713508e+02
