#
#       Peak Name  Conv_flg Overlap_flg
#          19N-HN         1           0
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   115.281     7.268
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.1525238e+02  4.7347001e-05
# w1(Hz)        1.6113712e+01  1.1893197e-02
# g1            6.2607018e-01  2.6756932e-03
# f02(ppm)      7.2726245e+00  5.5343210e-06
# w2(Hz)        1.8018114e+01  1.4524355e-02
# g2            4.2713325e-01  2.2862390e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    1.1291862e+05  2.5901684e+02
   3.000e+01    8.3201040e+04  2.4608839e+02
   1.000e+00    7.3834141e+04  2.4271644e+02
   2.700e+01    8.3031365e+04  2.4602418e+02
   2.000e+00    7.6871375e+04  2.4377070e+02
   2.400e+01    8.2817354e+04  2.4594334e+02
   3.000e+00    7.8867859e+04  2.4448427e+02
   2.100e+01    8.2481580e+04  2.4581688e+02
   4.000e+00    8.0924190e+04  2.4523607e+02
   1.800e+01    8.2886847e+04  2.4596958e+02
   5.000e+00    8.0845046e+04  2.4520689e+02
   1.500e+01    8.3043859e+04  2.4602888e+02
   6.000e+00    8.1110180e+04  2.4530498e+02
   1.200e+01    8.2504787e+04  2.4582559e+02
   7.000e+00    8.1298741e+04  2.4537493e+02
   1.000e+01    8.2464533e+04  2.4581045e+02
   8.000e+00    8.1581891e+04  2.4548023e+02
   4.000e+00    8.0432850e+04  2.4505492e+02
   1.000e+00    7.3385456e+04  2.4256394e+02
   2.700e+01    8.2723399e+04  2.4590790e+02
