#
#       Peak Name  Conv_flg Overlap_flg
#          36N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.038     8.163
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.2304931e+02  4.1609551e-04
# w1(Hz)        1.5476399e+01  7.0225926e-02
# g1            6.1727030e-01  2.0663832e-02
# f02(ppm)      8.1615064e+00  2.1386896e-05
# w2(Hz)        7.6472921e+00  2.4298241e-02
# g2           -9.8335897e-01  3.0231807e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    4.4348178e+04  5.1676328e+02
   3.000e+01    3.9038297e+04  4.9845817e+02
   1.000e+00    3.6809814e+04  4.9129044e+02
   2.800e+01    3.8921870e+04  4.9807589e+02
   2.000e+00    3.7933385e+04  4.9486465e+02
   2.600e+01    3.8892171e+04  4.9797851e+02
   3.000e+00    3.8289655e+04  4.9601491e+02
   2.400e+01    3.9109666e+04  4.9869293e+02
   4.000e+00    3.8654443e+04  4.9720102e+02
   2.200e+01    3.9308231e+04  4.9934775e+02
   5.000e+00    3.8817763e+04  4.9773478e+02
   2.000e+01    3.9374066e+04  4.9956540e+02
   6.000e+00    3.8673058e+04  4.9726177e+02
   1.800e+01    3.9200893e+04  4.9899347e+02
   7.000e+00    3.9422109e+04  4.9972440e+02
   1.600e+01    3.9126810e+04  4.9874937e+02
   8.000e+00    3.9696163e+04  5.0063413e+02
   1.400e+01    3.9409972e+04  4.9968422e+02
   9.000e+00    3.9145356e+04  4.9881045e+02
   1.300e+01    3.9144057e+04  4.9880617e+02
   1.000e+01    3.8959083e+04  4.9819798e+02
   1.200e+01    3.8902229e+04  4.9801148e+02
   1.100e+01    3.9046407e+04  4.9848483e+02
   2.000e+00    3.8067190e+04  4.9529571e+02
   2.800e+01    3.9019010e+04  4.9839479e+02
   8.000e+00    3.8897810e+04  4.9799700e+02
