#
#       Peak Name  Conv_flg Overlap_flg
#         216N-HN         1           9
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   109.174     7.447
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.0919810e+02  1.2827480e-03
# w1(Hz)        2.0939131e+01  1.7190267e-01
# g1            4.6324923e-01  4.2654468e-02
# f02(ppm)      7.4402275e+00  1.7410199e-04
# w2(Hz)        2.2390671e+01  2.4597159e-01
# g2            1.9259898e-01  2.8727679e-02
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    1.2199693e+04  3.0760408e+02
   3.000e+01    9.8966066e+03  2.7141462e+02
   1.000e+00    7.9174149e+03  2.4521909e+02
   2.800e+01    1.0091338e+04  2.7408579e+02
   2.000e+00    8.9758949e+03  2.5878094e+02
   2.600e+01    1.0030864e+04  2.7322473e+02
   3.000e+00    8.9248133e+03  2.5820816e+02
   2.400e+01    9.9751375e+03  2.7255572e+02
   4.000e+00    9.5522605e+03  2.6656996e+02
   2.200e+01    1.0448038e+04  2.7910650e+02
   5.000e+00    9.6358013e+03  2.6772608e+02
   2.000e+01    1.0379918e+04  2.7813423e+02
   6.000e+00    1.0009458e+04  2.7279748e+02
   1.800e+01    1.0776633e+04  2.8374187e+02
   7.000e+00    9.5444830e+03  2.6661403e+02
   1.600e+01    9.9229067e+03  2.7181815e+02
   8.000e+00    1.0005344e+04  2.7274214e+02
   1.400e+01    1.0423463e+04  2.7876610e+02
   9.000e+00    1.0180293e+04  2.7524381e+02
   1.300e+01    1.0246605e+04  2.7627895e+02
   1.000e+01    1.0000797e+04  2.7285362e+02
   1.200e+01    9.8850216e+03  2.7125561e+02
   1.100e+01    1.0399284e+04  2.7843597e+02
   2.000e+00    8.8865741e+03  2.5759920e+02
   2.800e+01    9.9403792e+03  2.7210646e+02
   8.000e+00    9.8842011e+03  2.7120390e+02
