#
#       Peak Name  Conv_flg Overlap_flg
#         228N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   114.653     7.459
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.1467910e+02  9.9698188e-04
# w1(Hz)        2.0578767e+01  3.0184611e-01
# g1            1.9723901e-01  4.3945997e-02
# f02(ppm)      7.4658304e+00  9.1135964e-05
# w2(Hz)        5.9748012e+01  2.0943519e-01
# g2           -1.7521743e+00  2.6237648e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    2.9589286e+05  8.3341793e+03
   3.000e+01    2.2147573e+05  7.3562296e+03
   1.000e+00    2.0471850e+05  7.1601510e+03
   2.700e+01    2.3057418e+05  7.4668141e+03
   2.000e+00    2.1564110e+05  7.2868135e+03
   2.400e+01    2.3305128e+05  7.4974014e+03
   3.000e+00    2.2669324e+05  7.4193031e+03
   2.100e+01    2.3720363e+05  7.5491224e+03
   4.000e+00    2.2691764e+05  7.4220368e+03
   1.800e+01    2.3536838e+05  7.5261940e+03
   5.000e+00    2.3167192e+05  7.4803445e+03
   1.500e+01    2.3809504e+05  7.5602977e+03
   6.000e+00    2.3294657e+05  7.4961044e+03
   1.200e+01    2.3248281e+05  7.4903650e+03
   7.000e+00    2.3246666e+05  7.4901652e+03
   1.000e+01    2.3084180e+05  7.4701093e+03
   8.000e+00    2.4184267e+05  7.6075591e+03
   4.000e+00    2.3693930e+05  7.5458134e+03
   1.000e+00    2.1164220e+05  7.2399353e+03
   2.700e+01    2.3245794e+05  7.4900564e+03
