#
#       Peak Name  Conv_flg Overlap_flg
#         136N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   128.350     9.903
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.2834701e+02  1.9782734e-04
# w1(Hz)        2.2638543e+01  5.3033557e-02
# g1            5.7357364e-01  9.4628409e-03
# f02(ppm)      9.9022877e+00  2.1989033e-05
# w2(Hz)        2.3462507e+01  6.3375571e-02
# g2            2.3538511e-01  6.4949844e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    4.2659413e+04  2.3511223e+02
   3.000e+01    3.8307394e+04  2.2567471e+02
   1.000e+00    2.9044841e+04  2.0791807e+02
   2.700e+01    3.8228587e+04  2.2550973e+02
   2.000e+00    3.2118444e+04  2.1342442e+02
   2.400e+01    3.8326652e+04  2.2571506e+02
   3.000e+00    3.3091438e+04  2.1525107e+02
   2.100e+01    3.8121132e+04  2.2528513e+02
   4.000e+00    3.5187482e+04  2.1931541e+02
   1.800e+01    3.8399553e+04  2.2586792e+02
   5.000e+00    3.5615213e+04  2.2016585e+02
   1.500e+01    3.8044815e+04  2.2512586e+02
   6.000e+00    3.6424758e+04  2.2179436e+02
   1.200e+01    3.6782374e+04  2.2252154e+02
   7.000e+00    3.6524482e+04  2.2199667e+02
   1.000e+01    3.6779659e+04  2.2251600e+02
   8.000e+00    3.5898984e+04  2.2073389e+02
   4.000e+00    3.4937152e+04  2.1882095e+02
   1.000e+00    2.9137160e+04  2.0807742e+02
   2.700e+01    3.8705925e+04  2.2651238e+02
